time_sec,hour_of_day,power_mw,wind_speed_mph
44300,12.31,4.465,6.68
44310,12.31,4.203,6.48
44320,12.31,4.127,6.42
44330,12.31,4.167,6.46
44340,12.32,4.142,6.44
44350,12.32,4.446,6.67
44360,12.32,4.981,7.06
44370,12.32,4.827,6.95
44380,12.33,4.325,6.58
44390,12.33,4.588,6.77
44400,12.33,4.613,6.79
44410,12.34,4.381,6.62
44420,12.34,4.299,6.56
44430,12.34,4.431,6.66
44440,12.34,4.538,6.74
44450,12.35,5.036,7.1
44460,12.35,5.012,7.08
44470,12.35,5.142,7.17
44480,12.36,5.068,7.12
44490,12.36,5.046,7.1
44500,12.36,5.297,7.28
44510,12.36,5.457,7.39
44520,12.37,5.257,7.25
44530,12.37,5.573,7.47
44540,12.37,5.501,7.42
44550,12.38,6.067,7.79
44560,12.38,5.94,7.71
44570,12.38,5.584,7.47
44580,12.38,5.133,7.16
44590,12.39,5.121,7.16
44600,12.39,4.405,6.64
44610,12.39,4.934,7.02
44620,12.39,4.928,7.02
44630,12.4,3.985,6.31
44640,12.4,4.243,6.51
44650,12.4,4.426,6.65
44660,12.41,4.414,6.64
44670,12.41,4.74,6.88
44680,12.41,4.946,7.03
44690,12.41,5.497,7.41
44700,12.42,5.268,7.26
44710,12.42,4.994,7.07
44720,12.42,5.083,7.13
44730,12.43,4.981,7.06
44740,12.43,5.098,7.14
44750,12.43,5.513,7.43
44760,12.43,5.325,7.3
44770,12.44,5.29,7.27
44780,12.44,4.739,6.88
44790,12.44,4.675,6.84
44800,12.44,5.052,7.11
44810,12.45,4.813,6.94
44820,12.45,4.922,7.02
44830,12.45,4.777,6.91
44840,12.46,5.035,7.1
44850,12.46,4.889,6.99
44860,12.46,4.752,6.89
44870,12.46,4.757,6.9
44880,12.47,4.888,6.99
44890,12.47,4.508,6.71
44900,12.47,4.398,6.63
44910,12.47,4.667,6.83
44920,12.48,4.786,6.92
44930,12.48,4.547,6.74
44940,12.48,4.648,6.82
44950,12.49,4.979,7.06
44960,12.49,4.825,6.95
44970,12.49,4.51,6.72
44980,12.49,4.533,6.73
44990,12.5,4.549,6.74
45000,12.5,3.974,6.3
45010,12.5,3.932,6.27
45020,12.51,4.077,6.39
45030,12.51,4.088,6.39
45040,12.51,3.875,6.22
45050,12.51,3.524,5.94
45060,12.52,3.456,5.88
45070,12.52,3.547,5.96
45080,12.52,3.175,5.63
45090,12.53,2.886,5.37
45100,12.53,2.911,5.4
45110,12.53,2.663,5.16
45120,12.53,2.569,5.07
45130,12.54,2.826,5.32
45140,12.54,2.288,4.78
45150,12.54,2.458,4.96
45160,12.54,2.801,5.29
45170,12.55,2.661,5.16
45180,12.55,2.362,4.86
45190,12.55,2.467,4.97
45200,12.56,2.872,5.36
45210,12.56,3.163,5.62
45220,12.56,3.264,5.71
45230,12.56,3.411,5.84
45240,12.57,3.881,6.23
45250,12.57,3.956,6.29
45260,12.57,3.647,6.04
45270,12.57,3.452,5.88
45280,12.58,4.12,6.42
45290,12.58,4.165,6.45
45300,12.58,4.038,6.35
45310,12.59,3.88,6.23
45320,12.59,4.191,6.47
45330,12.59,4.132,6.43
45340,12.59,4.282,6.54
45350,12.6,4.76,6.9
45360,12.6,4.474,6.69
45370,12.6,4.481,6.69
45380,12.61,4.425,6.65
45390,12.61,4.561,6.75
45400,12.61,4.616,6.79
45410,12.61,4.465,6.68
45420,12.62,4.795,6.92
45430,12.62,4.796,6.93
45440,12.62,5.142,7.17
45450,12.62,5.245,7.24
45460,12.63,5.15,7.18
45470,12.63,4.897,7.0
45480,12.63,5.157,7.18
45490,12.64,5.363,7.32
45500,12.64,5.39,7.34
45510,12.64,5.34,7.31
45520,12.64,5.665,7.53
45530,12.65,5.305,7.28
45540,12.65,4.959,7.04
45550,12.65,5.072,7.12
45560,12.66,5.102,7.14
45570,12.66,4.979,7.06
45580,12.66,4.668,6.83
45590,12.66,4.373,6.61
45600,12.67,4.598,6.78
45610,12.67,5.077,7.13
45620,12.67,5.376,7.33
45630,12.68,6.326,7.95
45640,12.68,6.676,8.17
45650,12.68,6.657,8.16
45660,12.68,6.616,8.13
45670,12.69,6.142,7.84
45680,12.69,6.51,8.07
45690,12.69,5.94,7.71
45700,12.69,5.437,7.37
45710,12.7,5.842,7.64
45720,12.7,5.664,7.53
45730,12.7,5.81,7.62
45740,12.71,5.416,7.36
45750,12.71,5.468,7.39
45760,12.71,5.239,7.24
45770,12.71,5.296,7.28
45780,12.72,5.39,7.34
45790,12.72,5.664,7.53
45800,12.72,5.305,7.28
45810,12.72,5.412,7.36
45820,12.73,5.106,7.15
45830,12.73,4.93,7.02
45840,12.73,4.339,6.59
45850,12.74,4.179,6.46
45860,12.74,3.87,6.22
45870,12.74,4.121,6.42
45880,12.74,4.241,6.51
45890,12.75,3.841,6.2
45900,12.75,3.57,5.98
45910,12.75,3.789,6.16
45920,12.76,4.017,6.34
45930,12.76,4.152,6.44
45940,12.76,4.555,6.75
45950,12.76,4.866,6.98
45960,12.77,4.557,6.75
45970,12.77,4.448,6.67
45980,12.77,3.949,6.28
45990,12.78,4.509,6.71
46000,12.78,4.63,6.8
46010,12.78,4.721,6.87
46020,12.78,4.967,7.05
46030,12.79,5.187,7.2
46040,12.79,4.998,7.07
46050,12.79,5.099,7.14
46060,12.79,5.508,7.42
46070,12.8,5.631,7.5
46080,12.8,6.1,7.81
46090,12.8,5.581,7.47
46100,12.81,5.67,7.53
46110,12.81,6.007,7.75
46120,12.81,5.695,7.55
46130,12.81,6.094,7.81
46140,12.82,6.229,7.89
46150,12.82,5.69,7.54
46160,12.82,5.277,7.26
46170,12.82,6.074,7.79
46180,12.83,6.238,7.9
46190,12.83,6.929,8.32
46200,12.83,6.967,8.35
46210,12.84,7.156,8.46
46220,12.84,6.898,8.31
46230,12.84,7.004,8.37
46240,12.84,7.177,8.47
46250,12.85,7.591,8.71
46260,12.85,7.758,8.81
46270,12.85,7.538,8.68
46280,12.86,7.148,8.45
46290,12.86,7.118,8.44
46300,12.86,6.994,8.36
46310,12.86,6.675,8.17
46320,12.87,7.142,8.45
46330,12.87,6.921,8.32
46340,12.87,7.277,8.53
46350,12.88,7.776,8.82
46360,12.88,7.807,8.84
46370,12.88,7.538,8.68
46380,12.88,7.595,8.71
46390,12.89,7.389,8.6
46400,12.89,7.008,8.37
46410,12.89,6.65,8.15
46420,12.89,6.096,7.81
46430,12.9,5.597,7.48
46440,12.9,5.938,7.71
46450,12.9,6.03,7.77
46460,12.91,6.106,7.81
46470,12.91,5.999,7.75
46480,12.91,6.189,7.87
46490,12.91,6.649,8.15
46500,12.92,6.346,7.97
46510,12.92,6.311,7.94
46520,12.92,5.67,7.53
46530,12.93,6.01,7.75
46540,12.93,6.072,7.79
46550,12.93,6.422,8.01
46560,12.93,6.377,7.99
46570,12.94,6.668,8.17
46580,12.94,7.279,8.53
46590,12.94,7.335,8.56
46600,12.94,7.272,8.53
46610,12.95,6.977,8.35
46620,12.95,7.273,8.53
46630,12.95,7.328,8.56
46640,12.96,7.273,8.53
46650,12.96,6.946,8.33
46660,12.96,7.482,8.65
46670,12.96,7.27,8.53
46680,12.97,7.361,8.58
46690,12.97,7.421,8.61
46700,12.97,7.415,8.61
46710,12.97,7.161,8.46
46720,12.98,7.507,8.66
46730,12.98,7.433,8.62
46740,12.98,7.5,8.66
46750,12.99,7.527,8.68
46760,12.99,7.857,8.86
46770,12.99,8.011,8.95
46780,12.99,8.06,8.98
46790,13.0,9.037,9.51
46800,13.0,9.283,9.64
46810,13.0,9.186,9.58
46820,13.01,9.36,9.67
46830,13.01,9.104,9.54
46840,13.01,8.889,9.43
46850,13.01,8.507,9.22
46860,13.02,9.031,9.5
46870,13.02,8.48,9.21
46880,13.02,8.668,9.31
46890,13.03,8.345,9.13
46900,13.03,8.183,9.05
46910,13.03,8.128,9.02
46920,13.03,8.153,9.03
46930,13.04,7.997,8.94
46940,13.04,7.551,8.69
46950,13.04,7.417,8.61
46960,13.04,7.208,8.49
46970,13.05,7.181,8.47
46980,13.05,7.471,8.64
46990,13.05,7.194,8.48
47000,13.06,7.277,8.53
47010,13.06,6.885,8.3
47020,13.06,7.245,8.51
47030,13.06,7.012,8.37
47040,13.07,7.248,8.51
47050,13.07,7.115,8.43
47060,13.07,6.737,8.21
47070,13.07,6.756,8.22
47080,13.08,6.733,8.21
47090,13.08,6.8,8.25
47100,13.08,6.774,8.23
47110,13.09,6.149,7.84
47120,13.09,5.405,7.35
47130,13.09,5.568,7.46
47140,13.09,4.806,6.93
47150,13.1,5.073,7.12
47160,13.1,5.137,7.17
47170,13.1,5.527,7.43
47180,13.11,5.829,7.63
47190,13.11,4.982,7.06
47200,13.11,4.899,7.0
47210,13.11,4.653,6.82
47220,13.12,4.838,6.96
47230,13.12,4.324,6.58
47240,13.12,3.972,6.3
47250,13.12,4.078,6.39
47260,13.13,4.172,6.46
47270,13.13,3.947,6.28
47280,13.13,4.532,6.73
47290,13.14,3.801,6.17
47300,13.14,3.887,6.23
47310,13.14,3.503,5.92
47320,13.14,3.298,5.74
47330,13.15,3.731,6.11
47340,13.15,3.862,6.21
47350,13.15,4.022,6.34
47360,13.16,4.176,6.46
47370,13.16,3.977,6.31
47380,13.16,3.932,6.27
47390,13.16,4.544,6.74
47400,13.17,4.94,7.03
47410,13.17,4.258,6.52
47420,13.17,4.865,6.97
47430,13.18,4.7,6.86
47440,13.18,4.73,6.88
47450,13.18,5.074,7.12
47460,13.18,4.829,6.95
47470,13.19,4.667,6.83
47480,13.19,4.329,6.58
47490,13.19,4.042,6.36
47500,13.19,4.461,6.68
47510,13.2,5.102,7.14
47520,13.2,5.096,7.14
47530,13.2,4.681,6.84
47540,13.21,5.068,7.12
47550,13.21,5.209,7.22
47560,13.21,5.667,7.53
47570,13.21,5.52,7.43
47580,13.22,5.347,7.31
47590,13.22,5.902,7.68
47600,13.22,5.701,7.55
47610,13.22,5.216,7.22
47620,13.23,5.232,7.23
47630,13.23,5.372,7.33
47640,13.23,5.835,7.64
47650,13.24,5.957,7.72
47660,13.24,6.148,7.84
47670,13.24,6.589,8.12
47680,13.24,6.964,8.35
47690,13.25,6.949,8.34
47700,13.25,6.982,8.36
47710,13.25,7.108,8.43
47720,13.26,7.128,8.44
47730,13.26,7.542,8.68
47740,13.26,7.394,8.6
47750,13.26,7.71,8.78
47760,13.27,7.629,8.73
47770,13.27,7.465,8.64
47780,13.27,7.664,8.75
47790,13.28,7.649,8.75
47800,13.28,7.465,8.64
47810,13.28,7.624,8.73
47820,13.28,7.622,8.73
47830,13.29,7.152,8.46
47840,13.29,7.022,8.38
47850,13.29,6.926,8.32
47860,13.29,6.64,8.15
47870,13.3,6.466,8.04
47880,13.3,6.341,7.96
47890,13.3,6.913,8.31
47900,13.31,6.445,8.03
47910,13.31,6.501,8.06
47920,13.31,6.659,8.16
47930,13.31,6.783,8.24
47940,13.32,6.306,7.94
47950,13.32,5.839,7.64
47960,13.32,6.229,7.89
47970,13.32,6.493,8.06
47980,13.33,6.853,8.28
47990,13.33,7.476,8.65
48000,13.33,7.497,8.66
48010,13.34,7.436,8.62
48020,13.34,7.478,8.65
48030,13.34,7.241,8.51
48040,13.34,6.531,8.08
48050,13.35,6.815,8.26
48060,13.35,6.625,8.14
48070,13.35,7.232,8.5
48080,13.36,7.627,8.73
48090,13.36,7.263,8.52
48100,13.36,7.438,8.62
48110,13.36,7.723,8.79
48120,13.37,7.285,8.54
48130,13.37,7.657,8.75
48140,13.37,7.363,8.58
48150,13.38,7.526,8.68
48160,13.38,7.018,8.38
48170,13.38,6.971,8.35
48180,13.38,6.481,8.05
48190,13.39,6.441,8.03
48200,13.39,6.432,8.02
48210,13.39,6.61,8.13
48220,13.39,6.765,8.22
48230,13.4,6.699,8.18
48240,13.4,6.798,8.24
48250,13.4,6.661,8.16
48260,13.41,7.388,8.6
48270,13.41,7.559,8.69
48280,13.41,7.31,8.55
48290,13.41,7.223,8.5
48300,13.42,7.117,8.44
48310,13.42,7.82,8.84
48320,13.42,7.969,8.93
48330,13.43,7.301,8.54
48340,13.43,7.269,8.53
48350,13.43,6.723,8.2
48360,13.43,6.991,8.36
48370,13.44,7.03,8.38
48380,13.44,6.861,8.28
48390,13.44,6.893,8.3
48400,13.44,7.37,8.59
48410,13.45,7.282,8.53
48420,13.45,7.425,8.62
48430,13.45,7.065,8.41
48440,13.46,6.694,8.18
48450,13.46,6.395,8.0
48460,13.46,5.981,7.73
48470,13.46,5.85,7.65
48480,13.47,6.046,7.78
48490,13.47,5.995,7.74
48500,13.47,6.291,7.93
48510,13.47,6.027,7.76
48520,13.48,6.712,8.19
48530,13.48,6.73,8.2
48540,13.48,6.973,8.35
48550,13.49,7.096,8.42
48560,13.49,6.893,8.3
48570,13.49,7.154,8.46
48580,13.49,6.94,8.33
48590,13.5,7.144,8.45
48600,13.5,6.807,8.25
48610,13.5,7.285,8.54
48620,13.51,6.848,8.28
48630,13.51,6.813,8.25
48640,13.51,6.379,7.99
48650,13.51,5.896,7.68
48660,13.52,6.008,7.75
48670,13.52,5.685,7.54
48680,13.52,5.755,7.59
48690,13.53,6.086,7.8
48700,13.53,5.937,7.7
48710,13.53,5.333,7.3
48720,13.53,5.707,7.55
48730,13.54,5.253,7.25
48740,13.54,5.159,7.18
48750,13.54,4.929,7.02
48760,13.54,4.743,6.89
48770,13.55,4.934,7.02
48780,13.55,5.066,7.12
48790,13.55,5.003,7.07
48800,13.56,4.66,6.83
48810,13.56,5.349,7.31
48820,13.56,4.824,6.95
48830,13.56,4.89,6.99
48840,13.57,4.632,6.81
48850,13.57,4.267,6.53
48860,13.57,4.076,6.38
48870,13.57,4.187,6.47
48880,13.58,4.343,6.59
48890,13.58,4.999,7.07
48900,13.58,5.138,7.17
48910,13.59,5.289,7.27
48920,13.59,5.301,7.28
48930,13.59,4.717,6.87
48940,13.59,4.909,7.01
48950,13.6,4.635,6.81
48960,13.6,4.751,6.89
48970,13.6,4.817,6.94
48980,13.61,4.731,6.88
48990,13.61,4.596,6.78
49000,13.61,4.987,7.06
49010,13.61,5.179,7.2
49020,13.62,5.107,7.15
49030,13.62,5.293,7.28
49040,13.62,5.067,7.12
49050,13.62,5.371,7.33
49060,13.63,5.538,7.44
49070,13.63,5.21,7.22
49080,13.63,5.014,7.08
49090,13.64,4.462,6.68
49100,13.64,4.062,6.37
49110,13.64,4.009,6.33
49120,13.64,3.697,6.08
49130,13.65,3.997,6.32
49140,13.65,4.597,6.78
49150,13.65,4.079,6.39
49160,13.66,3.99,6.32
49170,13.66,3.932,6.27
49180,13.66,4.308,6.56
49190,13.66,4.32,6.57
49200,13.67,3.986,6.31
49210,13.67,3.742,6.12
49220,13.67,3.414,5.84
49230,13.68,3.116,5.58
49240,13.68,2.846,5.33
49250,13.68,3.068,5.54
49260,13.68,3.393,5.82
49270,13.69,3.385,5.82
49280,13.69,3.012,5.49
49290,13.69,2.929,5.41
49300,13.69,3.119,5.58
49310,13.7,3.259,5.71
49320,13.7,2.838,5.33
49330,13.7,3.171,5.63
49340,13.71,2.677,5.17
49350,13.71,2.775,5.27
49360,13.71,3.048,5.52
49370,13.71,3.095,5.56
49380,13.72,3.509,5.92
49390,13.72,4.049,6.36
49400,13.72,4.058,6.37
49410,13.72,4.626,6.8
49420,13.73,4.618,6.8
49430,13.73,4.78,6.91
49440,13.73,5.02,7.08
49450,13.74,5.292,7.27
49460,13.74,5.404,7.35
49470,13.74,5.061,7.11
49480,13.74,5.18,7.2
49490,13.75,4.957,7.04
49500,13.75,5.122,7.16
49510,13.75,5.427,7.37
49520,13.76,5.828,7.63
49530,13.76,5.712,7.56
49540,13.76,5.832,7.64
49550,13.76,5.579,7.47
49560,13.77,5.544,7.45
49570,13.77,5.311,7.29
49580,13.77,4.9,7.0
49590,13.78,4.978,7.06
49600,13.78,5.085,7.13
49610,13.78,4.37,6.61
49620,13.78,4.637,6.81
49630,13.79,4.639,6.81
49640,13.79,4.74,6.88
49650,13.79,4.465,6.68
49660,13.79,4.386,6.62
49670,13.8,4.413,6.64
49680,13.8,4.147,6.44
49690,13.8,4.255,6.52
49700,13.81,4.284,6.55
49710,13.81,4.283,6.54
49720,13.81,3.868,6.22
49730,13.81,3.853,6.21
49740,13.82,3.67,6.06
49750,13.82,3.876,6.23
49760,13.82,4.341,6.59
49770,13.82,4.083,6.39
49780,13.83,3.751,6.12
49790,13.83,4.156,6.45
49800,13.83,4.791,6.92
49810,13.84,4.287,6.55
49820,13.84,4.476,6.69
49830,13.84,4.701,6.86
49840,13.84,4.393,6.63
49850,13.85,4.634,6.81
49860,13.85,4.224,6.5
49870,13.85,4.335,6.58
49880,13.86,4.808,6.93
49890,13.86,4.701,6.86
49900,13.86,4.544,6.74
49910,13.86,4.235,6.51
49920,13.87,4.446,6.67
49930,13.87,4.26,6.53
49940,13.87,4.165,6.45
49950,13.88,4.157,6.45
49960,13.88,4.843,6.96
49970,13.88,5.098,7.14
49980,13.88,5.382,7.34
49990,13.89,5.541,7.44
50000,13.89,5.695,7.55
50010,13.89,5.563,7.46
50020,13.89,5.626,7.5
50030,13.9,5.884,7.67
50040,13.9,6.265,7.92
50050,13.9,5.803,7.62
50060,13.91,5.514,7.43
50070,13.91,6.068,7.79
50080,13.91,5.969,7.73
50090,13.91,6.427,8.02
50100,13.92,6.089,7.8
50110,13.92,5.842,7.64
50120,13.92,6.07,7.79
50130,13.93,6.024,7.76
50140,13.93,5.816,7.63
50150,13.93,5.388,7.34
50160,13.93,5.192,7.21
50170,13.94,4.992,7.07
50180,13.94,5.629,7.5
50190,13.94,5.03,7.09
50200,13.94,5.051,7.11
50210,13.95,5.588,7.48
50220,13.95,5.846,7.65
50230,13.95,5.746,7.58
50240,13.96,5.375,7.33
50250,13.96,5.473,7.4
50260,13.96,5.234,7.23
50270,13.96,5.554,7.45
50280,13.97,6.116,7.82
50290,13.97,5.917,7.69
50300,13.97,5.694,7.55
50310,13.97,5.805,7.62
50320,13.98,5.742,7.58
50330,13.98,4.84,6.96
50340,13.98,4.348,6.59
50350,13.99,4.432,6.66
50360,13.99,4.329,6.58
50370,13.99,4.455,6.67
50380,13.99,5.166,7.19
50390,14.0,4.88,6.99
50400,14.0,5.422,7.36
50410,14.0,5.156,7.18
50420,14.01,5.439,7.37
50430,14.01,5.238,7.24
50440,14.01,5.332,7.3
50450,14.01,5.198,7.21
50460,14.02,5.433,7.37
50470,14.02,5.357,7.32
50480,14.02,5.632,7.5
50490,14.03,6.512,8.07
50500,14.03,6.115,7.82
50510,14.03,5.659,7.52
50520,14.03,5.488,7.41
50530,14.04,5.435,7.37
50540,14.04,4.979,7.06
50550,14.04,4.664,6.83
50560,14.04,4.121,6.42
50570,14.05,4.037,6.35
50580,14.05,4.25,6.52
50590,14.05,3.587,5.99
50600,14.06,3.379,5.81
50610,14.06,3.878,6.23
50620,14.06,3.939,6.28
50630,14.06,3.894,6.24
50640,14.07,3.967,6.3
50650,14.07,4.107,6.41
50660,14.07,4.318,6.57
50670,14.07,4.755,6.9
50680,14.08,5.01,7.08
50690,14.08,5.264,7.26
50700,14.08,5.557,7.45
50710,14.09,5.522,7.43
50720,14.09,5.527,7.43
50730,14.09,5.45,7.38
50740,14.09,5.808,7.62
50750,14.1,5.69,7.54
50760,14.1,5.332,7.3
50770,14.1,5.895,7.68
50780,14.11,6.191,7.87
50790,14.11,5.572,7.46
50800,14.11,5.495,7.41
50810,14.11,5.053,7.11
50820,14.12,5.189,7.2
50830,14.12,5.159,7.18
50840,14.12,5.5,7.42
50850,14.12,5.108,7.15
50860,14.13,5.069,7.12
50870,14.13,5.073,7.12
50880,14.13,4.47,6.69
50890,14.14,4.231,6.5
50900,14.14,3.971,6.3
50910,14.14,4.035,6.35
50920,14.14,3.792,6.16
50930,14.15,3.898,6.24
50940,14.15,3.553,5.96
50950,14.15,3.308,5.75
50960,14.16,3.228,5.68
50970,14.16,3.171,5.63
50980,14.16,3.225,5.68
50990,14.16,3.712,6.09
51000,14.17,3.753,6.13
51010,14.17,3.901,6.25
51020,14.17,3.848,6.2
51030,14.18,4.082,6.39
51040,14.18,4.125,6.42
51050,14.18,4.417,6.65
51060,14.18,4.022,6.34
51070,14.19,4.261,6.53
51080,14.19,4.82,6.94
51090,14.19,4.305,6.56
51100,14.19,4.642,6.81
51110,14.2,5.212,7.22
51120,14.2,5.474,7.4
51130,14.2,4.892,6.99
51140,14.21,4.619,6.8
51150,14.21,4.611,6.79
51160,14.21,4.494,6.7
51170,14.21,4.67,6.83
51180,14.22,4.93,7.02
51190,14.22,4.857,6.97
51200,14.22,5.275,7.26
51210,14.22,5.174,7.19
51220,14.23,5.08,7.13
51230,14.23,5.021,7.09
51240,14.23,4.599,6.78
51250,14.24,4.723,6.87
51260,14.24,4.863,6.97
51270,14.24,4.998,7.07
51280,14.24,4.523,6.73
51290,14.25,4.569,6.76
51300,14.25,4.935,7.03
51310,14.25,5.546,7.45
51320,14.26,5.611,7.49
51330,14.26,6.185,7.86
51340,14.26,6.189,7.87
51350,14.26,5.492,7.41
51360,14.27,5.512,7.42
51370,14.27,5.599,7.48
51380,14.27,5.849,7.65
51390,14.28,6.179,7.86
51400,14.28,5.875,7.67
51410,14.28,5.694,7.55
51420,14.28,6.145,7.84
51430,14.29,6.025,7.76
51440,14.29,5.695,7.55
51450,14.29,5.86,7.65
51460,14.29,6.04,7.77
51470,14.3,6.401,8.0
51480,14.3,6.59,8.12
51490,14.3,6.666,8.16
51500,14.31,6.279,7.92
51510,14.31,6.062,7.79
51520,14.31,5.688,7.54
51530,14.31,5.716,7.56
51540,14.32,5.817,7.63
51550,14.32,6.205,7.88
51560,14.32,6.493,8.06
51570,14.32,6.657,8.16
51580,14.33,6.676,8.17
51590,14.33,6.068,7.79
51600,14.33,6.29,7.93
51610,14.34,6.151,7.84
51620,14.34,6.263,7.91
51630,14.34,6.722,8.2
51640,14.34,6.951,8.34
51650,14.35,7.356,8.58
51660,14.35,8.147,9.03
51670,14.35,8.285,9.1
51680,14.36,8.244,9.08
51690,14.36,8.294,9.11
51700,14.36,8.324,9.12
51710,14.36,7.866,8.87
51720,14.37,7.725,8.79
51730,14.37,8.041,8.97
51740,14.37,7.493,8.66
51750,14.38,8.137,9.02
51760,14.38,8.573,9.26
51770,14.38,8.483,9.21
51780,14.38,9.044,9.51
51790,14.39,9.055,9.52
51800,14.39,9.326,9.66
51810,14.39,9.051,9.51
51820,14.39,9.12,9.55
51830,14.4,8.474,9.21
51840,14.4,8.522,9.23
51850,14.4,9.106,9.54
51860,14.41,9.301,9.64
51870,14.41,8.544,9.24
51880,14.41,8.389,9.16
51890,14.41,8.738,9.35
51900,14.42,8.893,9.43
51910,14.42,8.9,9.43
51920,14.42,9.109,9.54
51930,14.43,9.098,9.54
51940,14.43,8.917,9.44
51950,14.43,8.607,9.28
51960,14.43,8.791,9.38
51970,14.44,8.324,9.12
51980,14.44,8.026,8.96
51990,14.44,8.258,9.09
52000,14.44,8.403,9.17
52010,14.45,8.32,9.12
52020,14.45,8.553,9.25
52030,14.45,7.963,8.92
52040,14.46,8.245,9.08
52050,14.46,8.318,9.12
52060,14.46,7.731,8.79
52070,14.46,8.288,9.1
52080,14.47,8.062,8.98
52090,14.47,8.326,9.12
52100,14.47,8.566,9.26
52110,14.47,8.661,9.31
52120,14.48,8.281,9.1
52130,14.48,7.927,8.9
52140,14.48,8.414,9.17
52150,14.49,8.418,9.17
52160,14.49,8.774,9.37
52170,14.49,8.491,9.21
52180,14.49,8.32,9.12
52190,14.5,8.211,9.06
52200,14.5,8.716,9.34
52210,14.5,8.683,9.32
52220,14.51,8.689,9.32
52230,14.51,8.55,9.25
52240,14.51,8.384,9.16
52250,14.51,8.225,9.07
52260,14.52,8.796,9.38
52270,14.52,8.398,9.16
52280,14.52,8.799,9.38
52290,14.53,8.822,9.39
52300,14.53,8.423,9.18
52310,14.53,8.21,9.06
52320,14.53,8.253,9.08
52330,14.54,8.143,9.02
52340,14.54,7.529,8.68
52350,14.54,7.596,8.72
52360,14.54,7.91,8.89
52370,14.55,7.816,8.84
52380,14.55,7.333,8.56
52390,14.55,7.374,8.59
52400,14.56,7.209,8.49
52410,14.56,6.552,8.09
52420,14.56,7.182,8.47
52430,14.56,7.23,8.5
52440,14.57,7.75,8.8
52450,14.57,7.852,8.86
52460,14.57,8.6,9.27
52470,14.57,8.176,9.04
52480,14.58,7.968,8.93
52490,14.58,7.798,8.83
52500,14.58,8.32,9.12
52510,14.59,7.956,8.92
52520,14.59,8.156,9.03
52530,14.59,8.127,9.01
52540,14.59,8.001,8.94
52550,14.6,7.946,8.91
52560,14.6,8.355,9.14
52570,14.6,8.471,9.2
52580,14.61,8.646,9.3
52590,14.61,8.842,9.4
52600,14.61,8.588,9.27
52610,14.61,8.216,9.06
52620,14.62,8.28,9.1
52630,14.62,8.651,9.3
52640,14.62,8.695,9.32
52650,14.62,8.163,9.04
52660,14.63,8.478,9.21
52670,14.63,9.047,9.51
52680,14.63,9.238,9.61
52690,14.64,8.826,9.39
52700,14.64,8.332,9.13
52710,14.64,8.614,9.28
52720,14.64,8.937,9.45
52730,14.65,9.085,9.53
52740,14.65,8.837,9.4
52750,14.65,8.751,9.35
52760,14.66,8.661,9.31
52770,14.66,8.512,9.23
52780,14.66,8.057,8.98
52790,14.66,8.313,9.12
52800,14.67,8.706,9.33
52810,14.67,8.839,9.4
52820,14.67,8.402,9.17
52830,14.68,8.167,9.04
52840,14.68,8.329,9.13
52850,14.68,8.556,9.25
52860,14.68,8.576,9.26
52870,14.69,8.476,9.21
52880,14.69,8.529,9.24
52890,14.69,9.082,9.53
52900,14.69,8.594,9.27
52910,14.7,8.841,9.4
52920,14.7,8.465,9.2
52930,14.7,8.795,9.38
52940,14.71,8.699,9.33
52950,14.71,8.356,9.14
52960,14.71,8.61,9.28
52970,14.71,9.132,9.56
52980,14.72,9.459,9.73
52990,14.72,9.515,9.75
53000,14.72,9.29,9.64
53010,14.72,9.616,9.81
53020,14.73,9.477,9.73
53030,14.73,9.261,9.62
53040,14.73,9.128,9.55
53050,14.74,9.279,9.63
53060,14.74,9.345,9.67
53070,14.74,9.759,9.88
53080,14.74,10.25,10.12
53090,14.75,9.494,9.74
53100,14.75,9.325,9.66
53110,14.75,9.51,9.75
53120,14.76,9.751,9.87
53130,14.76,9.806,9.9
53140,14.76,9.534,9.76
53150,14.76,9.443,9.72
53160,14.77,9.133,9.56
53170,14.77,8.896,9.43
53180,14.77,8.806,9.38
53190,14.78,8.484,9.21
53200,14.78,8.108,9.0
53210,14.78,7.598,8.72
53220,14.78,7.494,8.66
53230,14.79,7.321,8.56
53240,14.79,7.336,8.57
53250,14.79,7.077,8.41
53260,14.79,7.087,8.42
53270,14.8,6.704,8.19
53280,14.8,6.47,8.04
53290,14.8,6.38,7.99
53300,14.81,6.52,8.07
53310,14.81,6.7,8.19
53320,14.81,6.853,8.28
53330,14.81,7.029,8.38
53340,14.82,6.99,8.36
53350,14.82,7.31,8.55
53360,14.82,7.019,8.38
53370,14.82,6.747,8.21
53380,14.83,6.304,7.94
53390,14.83,6.277,7.92
53400,14.83,6.224,7.89
53410,14.84,6.113,7.82
53420,14.84,6.567,8.1
53430,14.84,6.928,8.32
53440,14.84,7.243,8.51
53450,14.85,7.246,8.51
53460,14.85,6.975,8.35
53470,14.85,7.155,8.46
53480,14.86,6.909,8.31
53490,14.86,7.206,8.49
53500,14.86,7.307,8.55
53510,14.86,7.326,8.56
53520,14.87,7.209,8.49
53530,14.87,7.46,8.64
53540,14.87,7.494,8.66
53550,14.88,7.279,8.53
53560,14.88,7.518,8.67
53570,14.88,7.864,8.87
53580,14.88,7.598,8.72
53590,14.89,7.039,8.39
53600,14.89,6.941,8.33
