time_sec,grid_power_mw,gas1_power_mw,gas2_power_mw,gas3_power_mw,wind_power_mw,solar_power_mw,bess_soc_percent,bess_power_mw,critical1_load_mw,critical2_load_mw,hvac_load_mw,aux_load_mw,total_load_mw
30120,15.0,8.5,8.5,8.91,1.42,1.71,24.8,0.0,18.06,18.73,4.14,3.1,44.04
30180,15.0,8.5,8.5,8.22,1.56,1.91,24.8,0.0,18.15,18.14,4.14,3.25,43.69
30240,15.0,8.5,8.5,8.73,1.4,1.83,24.8,0.0,18.03,18.75,4.15,3.03,43.96
30300,15.0,8.5,8.5,9.2,1.45,1.71,24.8,0.0,18.07,18.93,4.16,3.19,44.35
30360,15.0,8.5,8.5,9.01,1.56,1.94,24.8,0.0,18.41,18.47,4.16,3.46,44.5
30420,15.0,8.5,8.5,8.76,1.5,2.08,24.8,0.0,18.9,18.49,4.17,2.78,44.34
30480,15.0,8.5,8.5,8.14,1.45,1.83,24.8,0.0,18.07,18.04,4.17,3.14,43.42
30540,15.0,8.5,8.5,8.38,1.6,1.9,24.8,0.0,18.53,18.3,4.18,2.86,43.88
30600,15.0,8.5,8.5,9.06,1.68,1.98,24.8,0.0,18.35,18.78,4.19,3.4,44.72
30660,15.0,8.5,8.5,8.47,1.51,1.73,24.8,0.0,18.07,18.08,4.19,3.37,43.71
30720,15.0,8.5,8.5,9.09,1.36,1.72,24.8,0.0,18.21,18.9,4.2,2.87,44.17
30780,15.0,8.5,8.5,8.62,1.41,2.06,24.8,0.0,18.14,18.66,4.21,3.07,44.08
30840,15.0,8.5,8.5,8.87,1.4,1.76,24.8,0.0,18.16,18.45,4.21,3.21,44.03
30900,15.0,8.5,8.5,9.15,1.58,1.77,24.8,0.0,18.44,18.33,4.22,3.51,44.5
30960,15.0,8.5,8.5,8.93,1.42,2.04,24.8,0.0,18.29,18.15,4.22,3.73,44.4
31020,15.0,8.5,8.5,8.92,1.54,2.04,24.8,0.0,18.56,18.68,4.23,3.02,44.49
31080,15.0,8.5,8.5,9.04,1.35,1.85,24.8,0.0,18.14,18.11,4.24,3.75,44.24
31140,15.0,8.5,8.5,8.39,1.41,1.97,24.8,0.0,18.01,18.35,4.24,3.16,43.77
31200,15.0,8.5,8.5,8.57,1.36,1.81,24.8,0.0,18.36,18.07,4.25,3.05,43.73
31260,15.0,8.5,8.5,9.6,1.59,1.8,24.8,0.0,18.12,18.91,4.26,3.69,44.98
31320,15.0,8.5,8.5,8.29,1.63,1.99,24.8,0.0,18.71,18.05,4.26,2.88,43.91
31380,15.0,8.5,8.5,8.74,1.77,2.08,24.8,0.0,18.66,18.35,4.27,3.3,44.58
31440,15.0,8.5,8.5,8.37,1.62,1.87,24.8,0.0,18.16,18.3,4.28,3.13,43.86
31500,15.0,8.5,8.5,9.27,1.46,2.04,24.8,0.0,18.83,18.53,4.28,3.12,44.76
31560,15.2,8.5,8.5,10.0,1.38,2.0,24.8,0.0,18.79,18.97,4.29,3.54,45.58
31620,15.0,8.5,8.5,8.39,1.35,1.95,24.8,0.0,18.06,18.17,4.29,3.15,43.68
31680,15.0,8.5,8.5,8.03,1.56,2.04,24.8,0.0,18.15,18.29,4.3,2.9,43.64
31740,15.0,8.5,8.5,8.89,1.62,1.97,24.8,0.0,18.3,18.72,4.31,3.15,44.48
31800,15.0,8.5,8.5,8.83,1.59,1.96,24.8,0.0,18.06,18.77,4.31,3.24,44.38
31860,15.0,8.5,8.5,8.63,1.6,1.74,24.8,0.0,18.11,18.76,4.32,2.78,43.97
31920,15.0,8.5,8.5,9.16,1.54,1.94,24.8,0.0,18.93,18.53,4.33,2.85,44.64
31980,15.0,8.5,8.5,8.81,1.61,2.04,24.8,0.0,18.52,18.49,4.33,3.13,44.46
32040,15.0,8.5,8.5,9.15,1.56,2.09,24.8,0.0,18.75,18.59,4.34,3.11,44.79
32100,15.0,8.5,8.5,8.84,1.72,1.81,24.8,0.0,18.87,18.04,4.34,3.11,44.37
32160,15.0,8.5,8.5,8.98,1.78,1.71,24.8,0.0,18.38,18.19,4.35,3.55,44.46
32220,15.0,8.5,8.5,9.8,1.6,1.94,24.8,0.0,18.77,18.76,4.36,3.45,45.34
32280,15.0,8.5,8.5,9.58,1.59,1.7,24.8,0.0,18.58,18.69,4.36,3.23,44.87
32340,15.0,8.5,8.5,9.0,1.65,1.91,24.8,0.0,18.74,18.67,4.37,2.79,44.57
32400,15.0,8.5,8.5,8.66,1.56,2.05,24.8,0.0,18.39,18.54,4.38,2.97,44.28
32460,15.0,8.5,8.5,8.32,1.41,2.03,24.8,0.0,18.35,18.23,4.38,2.8,43.75
32520,15.0,8.5,8.5,9.9,1.35,1.78,24.8,0.0,18.95,18.49,4.39,3.2,45.02
32580,15.0,8.5,8.5,9.88,1.48,1.94,24.8,0.0,18.54,18.93,4.39,3.44,45.31
32640,15.08,8.5,8.5,10.0,1.5,1.79,24.8,0.0,18.87,18.39,4.4,3.71,45.36
32700,15.0,8.5,8.5,8.84,1.53,1.75,24.8,0.0,18.4,18.13,4.41,3.18,44.11
32760,15.0,8.5,8.5,9.76,1.52,2.06,24.8,0.0,18.42,18.91,4.41,3.59,45.34
32820,15.18,8.5,8.5,10.0,1.42,1.97,24.8,0.0,18.59,18.95,4.42,3.61,45.57
32880,15.0,8.5,8.5,9.74,1.46,1.71,24.8,0.0,18.34,18.6,4.42,3.55,44.91
32940,15.0,8.5,8.5,8.57,1.28,2.09,24.8,0.0,18.25,18.2,4.43,3.06,43.94
33000,15.0,8.5,8.5,8.71,1.37,2.06,24.8,0.0,18.71,18.19,4.44,2.81,44.15
33060,15.0,8.5,8.5,9.45,1.24,1.91,24.8,0.0,18.44,18.13,4.44,3.58,44.6
33120,15.0,8.5,8.5,8.97,1.31,2.04,24.8,0.0,18.82,18.19,4.45,2.85,44.31
33180,15.09,8.5,8.5,10.0,1.3,1.73,24.8,0.0,18.93,18.07,4.46,3.66,45.12
33240,15.0,8.5,8.5,9.61,1.34,1.89,24.8,0.0,18.88,18.18,4.46,3.31,44.83
33300,15.0,8.5,8.5,9.44,1.43,1.9,24.8,0.0,18.45,18.32,4.47,3.53,44.77
33360,15.0,8.5,8.5,9.93,1.4,2.09,24.8,0.0,18.37,18.85,4.47,3.73,45.42
33420,15.0,8.5,8.5,9.58,1.35,2.01,24.8,0.0,18.68,18.36,4.48,3.43,44.94
33480,15.0,8.5,8.5,9.58,1.58,2.07,24.8,0.0,18.95,18.53,4.49,3.26,45.23
33540,15.0,8.5,8.5,9.9,1.35,1.81,24.8,0.0,18.31,18.96,4.49,3.29,45.06
33600,15.0,8.5,8.5,9.54,1.27,2.07,24.8,0.0,18.91,18.45,4.5,3.02,44.88
33660,15.0,8.5,8.5,8.95,1.15,2.05,24.8,0.0,18.1,18.29,4.51,3.25,44.15
33720,15.0,8.5,8.5,9.88,1.29,1.85,24.8,0.0,18.94,18.07,4.51,3.49,45.01
33780,15.0,8.5,8.5,8.65,1.18,1.95,24.8,0.0,18.16,18.23,4.52,2.86,43.78
33840,15.0,8.5,8.5,9.4,1.37,2.02,24.8,0.0,18.92,18.21,4.53,3.14,44.79
33900,15.0,8.5,8.5,9.19,1.42,2.02,24.8,0.0,18.17,18.38,4.53,3.54,44.63
33960,15.05,8.5,8.5,10.0,1.3,2.01,24.8,0.0,18.93,18.49,4.54,3.39,45.35
34020,15.0,8.5,8.5,9.84,1.23,1.79,24.8,0.0,18.92,18.61,4.54,2.79,44.86
34080,15.06,8.5,8.5,10.0,1.15,2.01,24.8,0.0,18.4,18.99,4.55,3.26,45.21
34140,15.0,8.5,8.5,8.69,1.15,1.85,24.8,0.0,18.06,18.02,4.56,3.05,43.69
34200,15.0,8.5,8.5,9.26,1.4,1.98,24.8,0.0,18.56,18.03,4.56,3.5,44.65
34260,15.0,8.5,8.5,9.06,1.41,1.95,24.8,0.0,18.47,18.5,4.57,2.88,44.42
34320,15.0,8.5,8.5,9.87,1.33,1.8,24.8,0.0,18.43,18.82,4.58,3.17,45.0
34380,15.0,8.5,8.5,9.9,1.43,1.8,24.8,0.0,18.62,18.83,4.58,3.11,45.14
34440,15.11,8.5,8.5,10.0,1.56,1.9,24.8,0.0,18.69,18.92,4.59,3.37,45.57
34500,15.26,8.5,8.5,10.0,1.43,1.83,24.8,0.0,18.82,18.95,4.59,3.15,45.51
34560,15.0,8.5,8.5,8.94,1.5,1.78,24.8,0.0,18.56,18.22,4.6,2.85,44.22
34620,15.0,8.5,8.5,9.25,1.58,2.06,24.8,0.0,18.79,18.56,4.61,2.94,44.89
34680,15.0,8.5,8.5,9.94,1.66,2.02,24.8,0.0,18.53,18.81,4.61,3.66,45.62
34740,15.0,8.5,8.5,9.25,1.48,2.04,24.8,0.0,18.24,18.59,4.62,3.32,44.77
34800,15.55,8.5,8.5,10.0,1.53,1.92,24.8,0.0,18.99,18.69,4.62,3.7,46.0
34860,15.0,8.5,8.5,8.58,1.68,1.89,24.8,0.0,18.14,18.55,4.63,2.83,44.15
34920,15.0,8.5,8.5,9.24,1.63,2.08,24.8,0.0,18.98,18.44,4.64,2.89,44.95
34980,15.0,8.5,8.5,9.8,1.58,1.89,24.8,0.0,18.97,18.17,4.64,3.49,45.27
35040,15.0,8.5,8.5,9.63,1.65,2.0,24.8,0.0,18.33,18.98,4.65,3.31,45.28
35100,15.0,8.5,8.5,9.18,1.62,1.82,24.8,0.0,18.14,18.83,4.66,3.0,44.62
35160,15.0,8.5,8.5,8.56,1.72,1.8,24.8,0.0,18.38,18.04,4.66,3.0,44.08
35220,15.0,8.5,8.5,9.39,1.73,2.03,24.8,0.0,18.72,18.6,4.67,3.15,45.14
35280,15.0,8.5,8.5,9.68,1.8,1.97,24.8,0.0,18.98,18.79,4.68,3.01,45.45
35340,15.0,8.5,8.5,8.84,1.58,1.87,24.8,0.0,18.23,18.18,4.68,3.19,44.29
35400,15.0,8.5,8.5,9.37,1.51,2.08,24.8,0.0,18.65,18.64,4.69,2.98,44.96
35460,15.0,8.5,8.5,9.47,1.54,1.79,24.8,0.0,18.3,18.78,4.69,3.03,44.8
35520,15.0,8.5,8.5,8.42,1.57,2.08,24.8,0.0,18.25,18.11,4.7,3.01,44.06
35580,15.0,8.5,8.5,9.98,1.48,1.81,24.8,0.0,18.83,18.14,4.71,3.58,45.26
35640,15.0,8.5,8.5,8.99,1.5,1.92,24.8,0.0,18.49,18.27,4.71,2.94,44.41
35700,15.0,8.5,8.5,8.31,1.59,2.05,24.8,0.0,18.12,18.08,4.72,3.03,43.94
35760,15.0,8.5,8.5,8.69,1.63,2.03,24.8,0.0,18.47,18.35,4.73,2.8,44.34
35820,15.0,8.5,8.5,9.92,1.39,2.04,24.8,0.0,18.41,18.51,4.73,3.7,45.35
35880,15.0,8.5,8.5,9.99,1.37,1.76,24.8,0.0,18.96,18.41,4.74,3.01,45.12
35940,15.22,8.5,8.5,10.0,1.36,1.73,24.8,0.0,18.21,18.92,4.74,3.43,45.31
36000,15.0,8.5,8.5,9.34,1.27,2.02,24.8,0.0,18.25,18.43,4.75,3.21,44.63
36060,15.36,8.5,8.5,10.0,1.09,1.93,24.8,0.0,18.73,18.41,4.61,3.63,45.38
36120,15.07,8.5,8.5,10.0,1.06,1.83,24.8,0.0,18.15,18.46,4.73,3.62,44.97
36180,15.5,8.5,8.5,10.0,1.05,1.73,24.8,0.0,18.42,18.79,4.87,3.2,45.28
36240,15.0,8.5,8.5,9.75,1.0,1.9,24.8,0.0,18.14,18.25,4.63,3.63,44.65
36300,15.06,8.5,8.5,10.0,0.99,1.75,24.8,0.0,18.57,18.08,4.7,3.45,44.79
36360,15.51,8.5,8.5,10.0,1.03,2.03,24.8,0.0,18.43,18.77,4.86,3.51,45.58
36420,15.5,8.5,8.5,10.0,1.18,1.76,24.8,0.0,18.49,18.93,4.84,3.19,45.44
36480,15.57,8.5,8.5,10.0,1.19,1.76,24.8,0.0,18.95,18.21,4.68,3.69,45.52
36540,15.0,8.5,8.5,9.7,1.16,1.84,24.8,0.0,18.5,18.6,4.85,2.75,44.7
36600,15.25,8.5,8.5,10.0,1.22,1.83,24.8,0.0,18.88,18.06,4.68,3.68,45.3
36660,15.0,8.5,8.5,9.64,1.34,2.1,24.8,0.0,18.19,18.67,4.79,3.43,45.08
36720,15.75,8.5,8.5,10.0,1.17,1.9,24.8,0.0,18.43,18.83,4.87,3.68,45.81
36780,15.07,8.5,8.5,10.0,1.09,1.97,24.8,0.0,18.57,18.71,4.89,2.96,45.13
36840,16.17,8.5,8.5,10.0,1.14,1.71,24.8,0.0,18.95,18.65,4.78,3.64,46.02
36900,15.0,8.5,8.5,9.74,1.09,1.73,24.8,0.0,18.26,18.62,4.73,2.95,44.56
36960,15.95,8.5,8.5,10.0,1.07,1.71,24.8,0.0,18.61,18.7,4.72,3.7,45.73
37020,15.83,8.5,8.5,10.0,1.07,1.74,24.8,0.0,18.99,18.78,4.73,3.13,45.64
37080,15.66,8.5,8.5,10.0,1.1,2.09,24.8,0.0,18.67,18.88,4.88,3.42,45.85
37140,15.0,8.5,8.5,9.11,1.23,2.08,24.8,0.0,18.67,18.31,4.68,2.76,44.42
37200,15.0,8.5,8.5,9.88,1.25,1.88,24.8,0.0,18.02,18.65,4.85,3.5,45.02
37260,15.47,8.5,8.5,10.0,1.22,1.83,24.8,0.0,18.88,18.74,4.85,3.04,45.51
37320,15.0,8.5,8.5,9.81,1.06,1.98,24.8,0.0,18.37,18.67,4.86,2.96,44.86
37380,15.0,8.5,8.5,9.52,1.19,1.72,24.8,0.0,18.58,18.04,4.61,3.21,44.44
37440,16.13,8.5,8.5,10.0,1.14,1.81,24.8,0.0,18.9,18.84,4.75,3.6,46.09
37500,15.1,8.5,8.5,10.0,1.05,1.97,24.8,0.0,18.59,18.11,4.85,3.58,45.13
37560,15.0,8.5,8.5,9.75,1.09,1.76,24.8,0.0,18.19,18.72,4.85,2.85,44.6
37620,15.0,8.5,8.5,9.25,1.18,1.87,24.8,0.0,18.38,18.13,4.78,3.0,44.3
37680,15.0,8.5,8.5,9.16,1.14,1.74,24.8,0.0,18.09,18.1,4.82,3.03,44.04
37740,15.68,8.5,8.5,10.0,1.21,1.85,24.8,0.0,18.86,18.6,4.74,3.54,45.74
37800,15.24,8.5,8.5,10.0,1.07,1.93,24.8,0.0,18.98,18.13,4.85,3.29,45.24
37860,15.59,8.5,8.5,10.0,1.14,1.83,24.8,0.0,18.09,18.99,4.74,3.75,45.57
37920,15.0,8.5,8.5,9.46,1.15,2.05,24.8,0.0,18.43,18.63,4.63,2.97,44.66
37980,15.04,8.5,8.5,10.0,1.11,1.7,24.8,0.0,18.13,18.48,4.88,3.36,44.85
38040,15.41,8.5,8.5,10.0,1.16,1.82,24.8,0.0,18.42,18.45,4.81,3.71,45.38
38100,15.28,8.5,8.5,10.0,1.29,2.08,24.8,0.0,18.36,18.96,4.75,3.56,45.64
38160,15.0,8.5,8.5,8.56,1.37,1.83,24.8,0.0,18.05,18.27,4.65,2.8,43.76
38220,15.11,8.5,8.5,10.0,1.39,1.97,24.8,0.0,18.18,18.78,4.8,3.71,45.47
38280,15.0,8.5,8.5,8.9,1.25,1.97,24.8,0.0,18.04,18.29,4.77,3.01,44.12
38340,15.0,8.5,8.5,9.74,1.22,1.78,24.8,0.0,18.54,18.55,4.85,2.8,44.74
38400,15.34,8.5,8.5,10.0,1.1,1.84,24.8,0.0,18.55,18.77,4.83,3.13,45.28
38460,15.07,8.5,8.5,10.0,1.16,2.02,24.8,0.0,18.92,18.45,4.69,3.18,45.24
38520,15.0,8.5,8.5,9.25,1.15,1.71,24.8,0.0,18.13,18.21,4.71,3.05,44.1
38580,15.64,8.5,8.5,10.0,1.14,1.88,24.8,0.0,18.32,18.75,4.85,3.73,45.66
38640,15.01,8.5,8.5,10.0,1.14,1.84,24.8,0.0,18.31,18.92,4.66,3.11,44.99
38700,15.0,8.5,8.5,9.69,1.16,1.94,24.8,0.0,18.6,18.46,4.66,3.06,44.78
38760,15.0,8.5,8.5,9.59,1.22,1.92,24.8,0.0,18.08,18.21,4.8,3.65,44.73
38820,15.3,8.5,8.5,10.0,1.14,2.06,24.8,0.0,18.53,18.51,4.8,3.66,45.5
38880,15.0,8.5,8.5,9.28,1.19,2.07,24.8,0.0,18.56,18.22,4.73,3.02,44.54
38940,15.35,8.5,8.5,10.0,1.11,1.73,24.8,0.0,18.82,18.5,4.89,2.98,45.19
39000,15.17,8.5,8.5,10.0,1.16,1.81,24.8,0.0,18.45,18.47,4.72,3.51,45.15
39060,15.47,8.5,8.5,10.0,1.24,1.91,24.8,0.0,18.87,18.42,4.83,3.5,45.62
39120,15.0,8.5,8.5,9.67,1.3,1.97,24.8,0.0,18.05,18.9,4.74,3.24,44.94
39180,15.11,8.5,8.5,10.0,1.23,2.03,24.8,0.0,18.88,18.6,4.61,3.27,45.37
39240,15.0,8.5,8.5,9.13,1.31,1.95,24.8,0.0,18.23,18.32,4.86,2.98,44.39
39300,15.49,8.5,8.5,10.0,1.3,1.71,24.8,0.0,18.31,18.99,4.62,3.58,45.5
39360,15.0,8.5,8.5,9.29,1.37,1.88,24.8,0.0,18.87,18.0,4.88,2.79,44.54
39420,15.76,8.5,8.5,10.0,1.35,1.74,24.8,0.0,18.96,18.89,4.62,3.38,45.85
39480,15.0,8.5,8.5,9.75,1.32,1.78,24.8,0.0,18.61,18.42,4.68,3.13,44.84
39540,15.0,8.5,8.5,8.95,1.28,1.85,24.8,0.0,18.07,18.41,4.79,2.81,44.08
39600,15.0,8.5,8.5,9.8,1.23,1.85,24.8,0.0,18.96,18.1,4.68,3.14,44.88
39660,15.0,8.5,8.5,9.38,1.27,1.8,24.8,0.0,18.51,18.21,4.64,3.09,44.45
39720,15.0,8.5,8.5,9.03,1.37,2.09,24.8,0.0,18.05,18.7,4.63,3.11,44.49
39780,15.04,8.5,8.5,10.0,1.24,1.97,24.8,0.0,18.12,18.81,4.8,3.52,45.25
39840,15.0,8.5,8.5,9.8,1.14,1.91,24.8,0.0,18.73,18.15,4.67,3.31,44.86
39900,15.62,8.5,8.5,10.0,1.1,1.75,24.8,0.0,18.98,18.5,4.86,3.13,45.47
39960,15.0,8.5,8.5,9.35,1.09,1.87,24.8,0.0,18.22,18.09,4.71,3.29,44.32
40020,15.29,8.5,8.5,10.0,1.1,1.72,24.8,0.0,18.41,18.61,4.81,3.29,45.11
40080,15.12,8.5,8.5,10.0,1.18,1.73,24.8,0.0,18.84,18.49,4.62,3.08,45.03
40140,15.7,8.5,8.5,10.0,1.2,1.73,24.8,0.0,18.87,18.53,4.66,3.57,45.63
40200,15.0,8.5,8.5,9.44,1.17,1.8,24.8,0.0,18.17,18.71,4.71,2.81,44.41
40260,15.0,8.5,8.5,9.76,1.14,1.73,24.8,0.0,18.16,18.27,4.68,3.52,44.63
40320,15.01,8.5,8.5,10.0,1.12,1.79,24.8,0.0,18.92,18.04,4.69,3.28,44.93
40380,15.0,8.5,8.5,9.28,1.15,1.95,24.8,0.0,18.73,18.07,4.75,2.82,44.38
40440,15.28,8.5,8.5,10.0,1.15,1.86,24.8,0.0,18.8,18.65,4.62,3.22,45.29
40500,15.0,8.5,8.5,9.68,1.13,1.85,24.8,0.0,18.84,18.09,4.7,3.02,44.65
40560,15.27,8.5,8.5,10.0,1.08,1.82,24.8,0.0,18.14,18.99,4.87,3.16,45.16
40620,15.0,8.5,8.5,8.88,0.97,2.01,24.8,0.0,18.1,18.06,4.87,2.83,43.86
40680,15.22,8.5,8.5,10.0,1.1,2.04,24.8,0.0,18.6,18.36,4.66,3.75,45.37
40740,15.0,8.5,8.5,9.65,1.22,1.74,24.8,0.0,18.26,18.13,4.72,3.49,44.6
40800,15.0,8.5,8.5,9.91,1.11,1.74,24.8,0.0,18.31,18.37,4.62,3.46,44.76
40860,15.0,8.5,8.5,9.15,1.15,1.74,24.8,0.0,18.03,18.24,4.82,2.96,44.04
40920,15.33,8.5,8.5,10.0,1.13,2.06,24.8,0.0,18.58,18.93,4.9,3.12,45.52
40980,15.5,8.5,8.5,10.0,1.22,1.87,24.8,0.0,18.93,18.44,4.75,3.47,45.59
41040,15.01,8.5,8.5,10.0,1.19,1.8,24.8,0.0,18.59,18.86,4.73,2.83,45.0
41100,15.0,8.5,8.5,9.84,1.11,1.89,24.8,0.0,18.48,18.4,4.84,3.11,44.84
41160,15.0,8.5,8.5,9.91,1.05,1.72,24.8,0.0,18.44,18.38,4.75,3.11,44.69
41220,15.43,8.5,8.5,10.0,1.14,2.1,24.8,0.0,18.95,18.68,4.77,3.26,45.66
41280,15.16,8.5,8.5,10.0,1.17,1.76,24.8,0.0,18.5,18.8,4.65,3.14,45.09
41340,15.0,8.5,8.5,9.87,1.15,1.8,24.8,0.0,18.54,18.58,4.78,2.92,44.82
41400,15.54,8.5,8.5,10.0,1.15,1.72,24.8,0.0,18.48,18.93,4.83,3.17,45.41
41460,15.0,8.5,8.5,9.03,1.2,2.03,24.8,0.0,18.45,18.24,4.74,2.83,44.26
41520,15.3,8.5,8.5,10.0,1.15,1.93,24.8,0.0,18.18,18.95,4.8,3.45,45.38
41580,15.76,8.5,8.5,10.0,1.08,1.88,24.8,0.0,18.98,18.78,4.82,3.14,45.72
41640,15.87,8.5,8.5,10.0,1.03,1.89,24.8,0.0,18.66,18.77,4.63,3.74,45.79
41700,15.0,8.5,8.5,9.65,1.02,1.98,24.8,0.0,18.08,18.48,4.7,3.39,44.65
41760,15.18,8.5,8.5,10.0,1.11,1.8,24.8,0.0,18.19,18.29,4.9,3.71,45.09
41820,15.41,8.5,8.5,10.0,1.27,1.76,24.8,0.0,18.56,18.5,4.63,3.75,45.43
41880,15.0,8.5,8.5,9.55,1.3,1.93,24.8,0.0,18.82,18.34,4.67,2.95,44.78
41940,15.0,8.5,8.5,9.86,1.19,2.03,24.8,0.0,18.69,18.15,4.89,3.35,45.07
42000,15.0,8.5,8.5,9.7,1.17,1.99,24.8,0.0,18.93,18.1,4.66,3.18,44.87
42060,15.05,8.5,8.5,10.0,1.2,1.89,24.8,0.0,18.73,18.63,4.76,3.02,45.13
42120,15.0,8.5,8.5,9.9,1.25,1.86,24.8,0.0,18.89,18.6,4.69,2.83,45.01
42180,15.0,8.5,8.5,9.34,1.29,1.94,24.8,0.0,18.42,18.13,4.87,3.17,44.58
42240,15.0,8.5,8.5,9.68,1.19,2.01,24.8,0.0,18.03,18.81,4.89,3.14,44.88
42300,15.0,8.5,8.5,8.88,1.21,2.05,24.8,0.0,18.56,18.17,4.65,2.76,44.14
42360,15.0,8.5,8.5,9.28,1.28,2.0,24.8,0.0,18.28,18.2,4.89,3.19,44.55
42420,15.0,8.5,8.5,9.95,1.23,1.77,24.8,0.0,18.83,18.01,4.74,3.35,44.94
42480,15.21,8.5,8.5,10.0,1.2,1.92,24.8,0.0,18.91,18.25,4.63,3.54,45.32
42540,16.03,8.5,8.5,10.0,1.09,1.95,24.8,0.0,18.95,18.75,4.8,3.57,46.06
42600,15.0,8.5,8.5,9.29,1.03,2.02,24.8,0.0,18.72,18.09,4.76,2.76,44.34
42660,15.93,8.5,8.5,10.0,1.02,1.79,24.8,0.0,18.43,18.92,4.78,3.63,45.75
42720,15.0,8.5,8.5,9.33,1.09,2.08,24.8,0.0,18.16,18.56,4.84,2.93,44.49
42780,15.0,8.5,8.5,9.7,1.08,2.0,24.8,0.0,18.26,18.2,4.75,3.57,44.78
42840,15.06,8.5,8.5,10.0,1.07,1.86,24.8,0.0,18.78,18.2,4.62,3.38,44.99
42900,15.0,8.5,8.5,9.9,1.13,1.87,24.8,0.0,18.23,18.98,4.65,3.05,44.9
42960,15.07,8.5,8.5,10.0,1.03,1.92,24.8,0.0,18.45,18.91,4.66,3.01,45.03
43020,15.43,8.5,8.5,10.0,1.09,1.97,24.8,0.0,18.52,18.71,4.71,3.55,45.5
43080,15.4,8.5,8.5,10.0,1.15,2.01,24.8,0.0,18.84,18.14,4.87,3.72,45.56
43140,15.36,8.5,8.5,10.0,1.23,1.74,24.8,0.0,18.67,18.81,4.75,3.1,45.33
43200,15.08,8.5,8.5,10.0,1.18,1.74,24.8,0.0,18.18,18.64,4.71,3.46,44.99
43260,15.0,8.5,8.5,8.96,1.16,1.74,24.8,0.0,18.24,18.11,4.74,2.77,43.86
43320,15.31,8.5,8.5,10.0,1.03,1.81,24.8,0.0,18.93,18.06,4.7,3.46,45.15
43380,15.18,8.5,8.5,10.0,0.92,1.87,24.8,0.0,18.22,18.38,4.79,3.59,44.97
43440,15.33,8.5,8.5,10.0,1.0,1.78,24.8,0.0,18.06,18.63,4.82,3.61,45.12
43500,15.0,8.5,8.5,9.9,1.08,1.76,24.8,0.0,18.6,18.05,4.64,3.44,44.74
43560,15.0,8.5,8.5,9.78,1.15,2.04,24.8,0.0,18.4,18.85,4.78,2.93,44.97
43620,15.0,8.5,8.5,9.71,1.11,1.93,24.8,0.0,18.61,18.25,4.77,3.12,44.75
43680,15.53,8.5,8.5,10.0,0.98,1.81,24.8,0.0,18.54,18.29,4.83,3.65,45.32
43740,15.36,8.5,8.5,10.0,1.08,2.09,24.8,0.0,18.97,18.68,4.7,3.17,45.53
43800,15.08,8.5,8.5,10.0,1.1,1.81,24.8,0.0,18.79,18.24,4.73,3.23,44.98
43860,15.0,8.5,8.5,9.17,1.21,2.07,24.8,0.0,18.59,18.27,4.8,2.78,44.44
43920,15.0,8.5,8.5,9.41,1.23,1.91,24.8,0.0,18.73,18.22,4.68,2.92,44.55
43980,15.0,8.5,8.5,9.0,1.14,1.96,24.8,0.0,18.08,18.44,4.65,2.94,44.11
44040,15.0,8.5,8.5,9.6,1.12,2.04,24.8,0.0,18.05,18.42,4.6,3.71,44.77
44100,15.0,8.5,8.5,9.63,1.26,2.07,24.8,0.0,18.35,18.85,4.71,3.05,44.96
44160,15.0,8.5,8.5,9.98,1.21,1.97,24.8,0.0,18.93,18.23,4.86,3.15,45.17
44220,15.18,8.5,8.5,10.0,1.05,1.95,24.8,0.0,18.35,18.26,4.89,3.69,45.19
44280,15.73,8.5,8.5,10.0,1.16,2.09,24.8,0.0,18.99,18.46,4.84,3.7,45.98
44340,15.78,8.5,8.5,10.0,1.15,1.72,24.8,0.0,18.8,18.55,4.62,3.67,45.65
44400,15.05,8.5,8.5,10.0,1.11,1.99,24.8,0.0,18.12,18.71,4.87,3.45,45.15
44460,15.12,8.5,8.5,10.0,1.21,1.72,24.8,0.0,18.93,18.4,4.64,3.08,45.05
44520,15.02,8.5,8.5,10.0,1.26,1.71,24.8,0.0,18.15,18.47,4.69,3.69,45.0
44580,15.0,8.5,8.5,9.21,1.29,1.8,24.8,0.0,18.03,18.71,4.71,2.86,44.31
44640,15.0,8.5,8.5,9.49,1.24,1.75,24.8,0.0,18.29,18.41,4.73,3.05,44.48
44700,15.41,8.5,8.5,10.0,1.28,2.0,24.8,0.0,18.97,18.24,4.89,3.6,45.7
44760,15.0,8.5,8.5,9.49,1.13,1.82,24.8,0.0,18.03,18.49,4.65,3.27,44.44
44820,15.71,8.5,8.5,10.0,1.18,1.78,24.8,0.0,18.65,18.57,4.75,3.7,45.68
44880,15.38,8.5,8.5,10.0,1.16,2.02,24.8,0.0,18.61,18.57,4.7,3.68,45.56
44940,15.4,8.5,8.5,10.0,1.23,2.0,24.8,0.0,18.86,18.68,4.88,3.21,45.63
45000,15.0,8.5,8.5,8.9,1.31,1.7,24.8,0.0,18.15,18.04,4.71,3.01,43.91
45060,16.41,8.5,8.5,10.0,1.18,1.74,24.8,0.0,18.89,18.96,4.85,3.63,46.33
45120,15.14,8.5,8.5,10.0,1.22,1.75,24.8,0.0,18.51,18.43,4.66,3.52,45.11
45180,15.0,8.5,8.5,9.47,1.16,1.86,24.8,0.0,18.31,18.36,4.67,3.15,44.49
