time_sec,hour_of_day,load_mw,utilization_pct
46000,12.78,43.417,86.8
46010,12.78,44.249,88.5
46020,12.78,43.513,87.0
46030,12.79,43.299,86.6
46040,12.79,43.67,87.3
46050,12.79,43.307,86.6
46060,12.79,43.094,86.2
46070,12.8,42.551,85.1
46080,12.8,44.108,88.2
46090,12.8,43.066,86.1
46100,12.81,42.885,85.8
46110,12.81,42.44,84.9
46120,12.81,43.492,87.0
46130,12.81,42.521,85.0
46140,12.82,43.163,86.3
46150,12.82,43.518,87.0
46160,12.82,44.05,88.1
46170,12.82,43.948,87.9
46180,12.83,43.284,86.6
46190,12.83,43.164,86.3
46200,12.83,43.009,86.0
46210,12.84,44.075,88.2
46220,12.84,43.196,86.4
46230,12.84,43.723,87.4
46240,12.84,43.202,86.4
46250,12.85,42.535,85.1
46260,12.85,43.102,86.2
46270,12.85,43.033,86.1
46280,12.86,42.985,86.0
46290,12.86,43.813,87.6
46300,12.86,43.514,87.0
46310,12.86,43.421,86.8
46320,12.87,42.569,85.1
46330,12.87,43.716,87.4
46340,12.87,43.914,87.8
46350,12.88,43.671,87.3
46360,12.88,44.331,88.7
46370,12.88,43.192,86.4
46380,12.88,43.284,86.6
46390,12.89,44.067,88.1
46400,12.89,44.072,88.1
46410,12.89,43.786,87.6
46420,12.89,43.993,88.0
46430,12.9,42.985,86.0
46440,12.9,43.732,87.5
46450,12.9,43.643,87.3
46460,12.91,43.819,87.6
46470,12.91,44.204,88.4
46480,12.91,42.831,85.7
46490,12.91,43.42,86.8
46500,12.92,41.531,83.1
46510,12.92,44.265,88.5
46520,12.92,43.557,87.1
46530,12.93,43.492,87.0
46540,12.93,43.804,87.6
46550,12.93,43.943,87.9
46560,12.93,44.449,88.9
46570,12.94,43.817,87.6
46580,12.94,43.34,86.7
46590,12.94,42.583,85.2
46600,12.94,44.057,88.1
46610,12.95,43.336,86.7
46620,12.95,44.243,88.5
46630,12.95,43.471,86.9
46640,12.96,42.905,85.8
46650,12.96,43.545,87.1
46660,12.96,43.933,87.9
46670,12.96,42.899,85.8
46680,12.97,43.011,86.0
46690,12.97,43.387,86.8
46700,12.97,44.073,88.1
46710,12.97,43.226,86.5
46720,12.98,43.644,87.3
46730,12.98,43.742,87.5
46740,12.98,43.517,87.0
46750,12.99,43.844,87.7
46760,12.99,43.194,86.4
46770,12.99,43.994,88.0
46780,12.99,43.514,87.0
46790,13.0,43.419,86.8
46800,13.0,43.619,87.2
46810,13.0,44.003,88.0
46820,13.01,42.899,85.8
46830,13.01,43.608,87.2
46840,13.01,43.419,86.8
46850,13.01,43.268,86.5
46860,13.02,43.024,86.0
46870,13.02,43.819,87.6
46880,13.02,43.904,87.8
46890,13.03,42.331,84.7
46900,13.03,42.814,85.6
46910,13.03,42.539,85.1
46920,13.03,43.133,86.3
46930,13.04,44.338,88.7
46940,13.04,42.606,85.2
46950,13.04,42.0,84.0
46960,13.04,43.208,86.4
46970,13.05,43.538,87.1
46980,13.05,43.912,87.8
46990,13.05,43.566,87.1
47000,13.06,43.53,87.1
47010,13.06,42.895,85.8
47020,13.06,44.166,88.3
47030,13.06,42.639,85.3
47040,13.07,43.027,86.1
47050,13.07,43.685,87.4
47060,13.07,43.934,87.9
47070,13.07,44.228,88.5
47080,13.08,44.354,88.7
47090,13.08,42.515,85.0
47100,13.08,43.155,86.3
47110,13.09,43.479,87.0
47120,13.09,43.632,87.3
47130,13.09,43.066,86.1
47140,13.09,43.572,87.1
47150,13.1,43.641,87.3
47160,13.1,43.077,86.2
47170,13.1,43.326,86.7
47180,13.11,43.07,86.1
47190,13.11,43.601,87.2
47200,13.11,43.211,86.4
47210,13.11,44.354,88.7
47220,13.12,43.784,87.6
47230,13.12,42.891,85.8
47240,13.12,42.844,85.7
47250,13.12,44.194,88.4
47260,13.13,43.17,86.3
47270,13.13,43.94,87.9
47280,13.13,43.717,87.4
47290,13.14,43.158,86.3
47300,13.14,43.122,86.2
47310,13.14,42.396,84.8
47320,13.14,43.53,87.1
47330,13.15,42.659,85.3
47340,13.15,43.244,86.5
47350,13.15,43.629,87.3
47360,13.16,43.902,87.8
47370,13.16,43.575,87.2
47380,13.16,43.435,86.9
47390,13.16,43.089,86.2
47400,13.17,43.932,87.9
47410,13.17,44.331,88.7
47420,13.17,43.753,87.5
47430,13.18,42.993,86.0
47440,13.18,43.282,86.6
47450,13.18,43.201,86.4
47460,13.18,43.564,87.1
47470,13.19,43.15,86.3
47480,13.19,43.754,87.5
47490,13.19,43.531,87.1
47500,13.19,42.622,85.2
47510,13.2,43.339,86.7
47520,13.2,43.546,87.1
47530,13.2,42.825,85.6
47540,13.21,43.476,87.0
47550,13.21,43.807,87.6
47560,13.21,42.955,85.9
47570,13.21,43.463,86.9
47580,13.22,43.342,86.7
47590,13.22,43.543,87.1
47600,13.22,43.092,86.2
47610,13.22,42.797,85.6
47620,13.23,44.325,88.6
47630,13.23,43.481,87.0
47640,13.23,43.416,86.8
47650,13.24,42.897,85.8
47660,13.24,42.482,85.0
47670,13.24,43.548,87.1
47680,13.24,44.59,89.2
47690,13.25,43.74,87.5
47700,13.25,43.561,87.1
47710,13.25,43.053,86.1
47720,13.26,43.344,86.7
47730,13.26,43.515,87.0
47740,13.26,43.594,87.2
47750,13.26,42.702,85.4
47760,13.27,44.05,88.1
47770,13.27,43.905,87.8
47780,13.27,43.085,86.2
47790,13.28,43.187,86.4
47800,13.28,43.432,86.9
47810,13.28,43.113,86.2
47820,13.28,44.312,88.6
47830,13.29,44.03,88.1
47840,13.29,43.789,87.6
47850,13.29,43.406,86.8
47860,13.29,43.84,87.7
47870,13.3,43.726,87.5
47880,13.3,43.949,87.9
47890,13.3,44.248,88.5
47900,13.31,43.091,86.2
47910,13.31,43.948,87.9
47920,13.31,43.702,87.4
47930,13.31,43.213,86.4
47940,13.32,43.12,86.2
47950,13.32,43.93,87.9
47960,13.32,43.148,86.3
47970,13.32,43.618,87.2
47980,13.33,43.909,87.8
47990,13.33,43.744,87.5
48000,13.33,43.07,86.1
48010,13.34,43.538,87.1
48020,13.34,42.995,86.0
48030,13.34,43.098,86.2
48040,13.34,43.966,87.9
48050,13.35,43.528,87.1
48060,13.35,43.155,86.3
48070,13.35,43.298,86.6
48080,13.36,43.597,87.2
48090,13.36,44.074,88.1
48100,13.36,44.118,88.2
48110,13.36,43.941,87.9
48120,13.37,43.641,87.3
48130,13.37,42.769,85.5
48140,13.37,43.287,86.6
48150,13.38,43.81,87.6
48160,13.38,43.798,87.6
48170,13.38,43.276,86.6
48180,13.38,43.589,87.2
48190,13.39,44.01,88.0
48200,13.39,44.371,88.7
48210,13.39,43.546,87.1
48220,13.39,43.381,86.8
48230,13.4,44.21,88.4
48240,13.4,43.285,86.6
48250,13.4,43.114,86.2
48260,13.41,43.081,86.2
48270,13.41,42.749,85.5
48280,13.41,43.815,87.6
48290,13.41,43.2,86.4
48300,13.42,43.583,87.2
48310,13.42,43.01,86.0
48320,13.42,43.576,87.2
48330,13.43,43.571,87.1
48340,13.43,42.749,85.5
48350,13.43,43.839,87.7
48360,13.43,43.42,86.8
48370,13.44,44.334,88.7
48380,13.44,42.953,85.9
48390,13.44,43.202,86.4
48400,13.44,43.379,86.8
48410,13.45,42.629,85.3
48420,13.45,43.449,86.9
48430,13.45,42.636,85.3
48440,13.46,44.211,88.4
48450,13.46,43.114,86.2
48460,13.46,43.399,86.8
48470,13.46,44.802,89.6
48480,13.47,43.339,86.7
48490,13.47,42.916,85.8
48500,13.47,43.112,86.2
48510,13.47,43.505,87.0
48520,13.48,44.638,89.3
48530,13.48,43.092,86.2
48540,13.48,43.618,87.2
48550,13.49,43.212,86.4
48560,13.49,43.713,87.4
48570,13.49,43.328,86.7
48580,13.49,43.402,86.8
48590,13.5,42.784,85.6
48600,13.5,43.779,87.6
48610,13.5,43.771,87.5
48620,13.51,43.59,87.2
48630,13.51,44.482,89.0
48640,13.51,44.075,88.2
48650,13.51,43.573,87.1
48660,13.52,43.449,86.9
48670,13.52,44.071,88.1
48680,13.52,43.941,87.9
48690,13.53,43.865,87.7
48700,13.53,43.262,86.5
48710,13.53,44.233,88.5
48720,13.53,43.72,87.4
48730,13.54,43.975,87.9
48740,13.54,44.096,88.2
48750,13.54,43.129,86.3
48760,13.54,43.477,87.0
48770,13.55,42.397,84.8
48780,13.55,43.711,87.4
48790,13.55,42.994,86.0
48800,13.56,43.559,87.1
48810,13.56,44.015,88.0
48820,13.56,44.003,88.0
48830,13.56,44.107,88.2
48840,13.57,43.788,87.6
48850,13.57,43.227,86.5
48860,13.57,43.695,87.4
48870,13.57,44.085,88.2
48880,13.58,44.061,88.1
48890,13.58,43.415,86.8
48900,13.58,43.989,88.0
48910,13.59,42.475,84.9
48920,13.59,44.0,88.0
48930,13.59,43.31,86.6
48940,13.59,43.843,87.7
48950,13.6,43.357,86.7
48960,13.6,42.903,85.8
48970,13.6,43.223,86.4
48980,13.61,43.948,87.9
48990,13.61,43.794,87.6
49000,13.61,44.346,88.7
49010,13.61,44.122,88.2
49020,13.62,44.233,88.5
49030,13.62,43.314,86.6
49040,13.62,42.43,84.9
49050,13.62,43.804,87.6
49060,13.63,43.433,86.9
49070,13.63,44.086,88.2
49080,13.63,43.586,87.2
49090,13.64,43.713,87.4
49100,13.64,43.726,87.5
49110,13.64,43.473,86.9
49120,13.64,43.771,87.5
49130,13.65,43.386,86.8
49140,13.65,43.901,87.8
49150,13.65,43.352,86.7
49160,13.66,42.548,85.1
49170,13.66,43.423,86.8
49180,13.66,43.159,86.3
49190,13.66,43.408,86.8
49200,13.67,42.564,85.1
49210,13.67,44.081,88.2
49220,13.67,43.382,86.8
49230,13.68,44.316,88.6
49240,13.68,42.721,85.4
49250,13.68,44.623,89.2
49260,13.68,42.893,85.8
49270,13.69,43.572,87.1
49280,13.69,43.573,87.1
49290,13.69,43.595,87.2
49300,13.69,44.074,88.1
49310,13.7,43.859,87.7
49320,13.7,43.876,87.8
49330,13.7,43.692,87.4
49340,13.71,43.647,87.3
49350,13.71,44.522,89.0
49360,13.71,44.032,88.1
49370,13.71,43.052,86.1
49380,13.72,44.12,88.2
49390,13.72,43.333,86.7
49400,13.72,43.965,87.9
49410,13.72,43.328,86.7
49420,13.73,44.06,88.1
49430,13.73,42.536,85.1
49440,13.73,43.448,86.9
49450,13.74,41.612,83.2
49460,13.74,44.523,89.0
49470,13.74,43.49,87.0
49480,13.74,43.985,88.0
49490,13.75,43.579,87.2
49500,13.75,43.215,86.4
49510,13.75,44.54,89.1
49520,13.76,43.469,86.9
49530,13.76,43.616,87.2
49540,13.76,44.297,88.6
49550,13.76,43.803,87.6
49560,13.77,43.581,87.2
49570,13.77,43.757,87.5
49580,13.77,44.797,89.6
49590,13.78,43.004,86.0
49600,13.78,42.894,85.8
49610,13.78,43.39,86.8
49620,13.78,42.874,85.7
49630,13.79,43.808,87.6
49640,13.79,43.081,86.2
49650,13.79,42.813,85.6
49660,13.79,43.142,86.3
49670,13.8,44.02,88.0
49680,13.8,43.634,87.3
49690,13.8,43.122,86.2
49700,13.81,44.502,89.0
49710,13.81,43.876,87.8
49720,13.81,43.53,87.1
49730,13.81,43.481,87.0
49740,13.82,43.914,87.8
49750,13.82,44.013,88.0
49760,13.82,43.125,86.3
49770,13.82,44.713,89.4
49780,13.83,43.264,86.5
49790,13.83,44.217,88.4
49800,13.83,43.479,87.0
49810,13.84,44.431,88.9
49820,13.84,44.162,88.3
49830,13.84,42.305,84.6
49840,13.84,44.169,88.3
49850,13.85,43.712,87.4
49860,13.85,44.458,88.9
49870,13.85,42.755,85.5
49880,13.86,42.841,85.7
49890,13.86,43.776,87.6
49900,13.86,43.059,86.1
49910,13.86,43.345,86.7
49920,13.87,43.2,86.4
49930,13.87,42.561,85.1
49940,13.87,44.668,89.3
49950,13.88,43.622,87.2
49960,13.88,43.944,87.9
49970,13.88,44.413,88.8
49980,13.88,42.656,85.3
49990,13.89,43.489,87.0
50000,13.89,43.791,87.6
50010,13.89,43.813,87.6
50020,13.89,43.611,87.2
50030,13.9,43.896,87.8
50040,13.9,43.069,86.1
50050,13.9,43.745,87.5
50060,13.91,43.915,87.8
50070,13.91,43.651,87.3
50080,13.91,43.998,88.0
50090,13.91,43.1,86.2
50100,13.92,44.435,88.9
50110,13.92,43.156,86.3
50120,13.92,43.037,86.1
50130,13.93,42.806,85.6
50140,13.93,44.062,88.1
50150,13.93,44.394,88.8
50160,13.93,43.598,87.2
50170,13.94,43.819,87.6
50180,13.94,43.999,88.0
50190,13.94,43.473,86.9
50200,13.94,43.479,87.0
50210,13.95,44.229,88.5
50220,13.95,44.149,88.3
50230,13.95,43.812,87.6
50240,13.96,44.363,88.7
50250,13.96,44.524,89.0
50260,13.96,44.036,88.1
50270,13.96,43.162,86.3
50280,13.97,43.391,86.8
50290,13.97,43.19,86.4
50300,13.97,43.182,86.4
50310,13.97,43.863,87.7
50320,13.98,43.906,87.8
50330,13.98,44.132,88.3
50340,13.98,44.309,88.6
50350,13.99,43.091,86.2
50360,13.99,43.576,87.2
50370,13.99,42.814,85.6
50380,13.99,43.469,86.9
50390,14.0,43.388,86.8
50400,14.0,43.451,86.9
50410,14.0,43.495,87.0
50420,14.01,43.738,87.5
50430,14.01,43.866,87.7
50440,14.01,44.03,88.1
50450,14.01,44.296,88.6
50460,14.02,43.564,87.1
50470,14.02,43.674,87.3
50480,14.02,44.055,88.1
50490,14.03,44.036,88.1
50500,14.03,43.381,86.8
50510,14.03,43.01,86.0
50520,14.03,44.218,88.4
50530,14.04,43.268,86.5
50540,14.04,43.86,87.7
50550,14.04,42.907,85.8
50560,14.04,43.116,86.2
50570,14.05,43.761,87.5
50580,14.05,44.258,88.5
50590,14.05,44.562,89.1
50600,14.06,43.751,87.5
50610,14.06,43.1,86.2
50620,14.06,43.634,87.3
50630,14.06,43.76,87.5
50640,14.07,43.846,87.7
50650,14.07,43.906,87.8
50660,14.07,43.263,86.5
50670,14.07,44.128,88.3
50680,14.08,43.507,87.0
50690,14.08,43.833,87.7
50700,14.08,43.95,87.9
50710,14.09,44.068,88.1
50720,14.09,43.264,86.5
50730,14.09,43.304,86.6
50740,14.09,44.552,89.1
50750,14.1,43.013,86.0
50760,14.1,43.902,87.8
50770,14.1,43.648,87.3
50780,14.11,43.46,86.9
50790,14.11,42.842,85.7
50800,14.11,44.103,88.2
50810,14.11,44.267,88.5
50820,14.12,43.476,87.0
50830,14.12,44.926,89.9
50840,14.12,43.671,87.3
50850,14.12,44.412,88.8
50860,14.13,44.409,88.8
50870,14.13,43.627,87.3
50880,14.13,44.408,88.8
50890,14.14,43.904,87.8
50900,14.14,43.578,87.2
50910,14.14,44.106,88.2
50920,14.14,43.972,87.9
50930,14.15,43.378,86.8
50940,14.15,43.777,87.6
50950,14.15,44.468,88.9
50960,14.16,45.735,91.5
50970,14.16,44.353,88.7
50980,14.16,44.207,88.4
50990,14.16,44.351,88.7
51000,14.17,44.381,88.8
51010,14.17,43.881,87.8
51020,14.17,43.688,87.4
51030,14.18,43.048,86.1
51040,14.18,44.032,88.1
51050,14.18,43.922,87.8
51060,14.18,43.751,87.5
51070,14.19,44.575,89.2
51080,14.19,43.669,87.3
51090,14.19,45.207,90.4
51100,14.19,43.89,87.8
51110,14.2,43.465,86.9
51120,14.2,43.615,87.2
51130,14.2,43.769,87.5
51140,14.21,43.837,87.7
51150,14.21,42.345,84.7
51160,14.21,43.175,86.4
51170,14.21,43.856,87.7
51180,14.22,43.944,87.9
51190,14.22,43.041,86.1
51200,14.22,44.792,89.6
51210,14.22,43.58,87.2
51220,14.23,43.448,86.9
51230,14.23,42.803,85.6
51240,14.23,44.035,88.1
51250,14.24,43.919,87.8
51260,14.24,43.075,86.1
51270,14.24,43.671,87.3
51280,14.24,44.54,89.1
51290,14.25,43.454,86.9
51300,14.25,44.919,89.8
51310,14.25,44.435,88.9
51320,14.26,43.885,87.8
51330,14.26,43.36,86.7
51340,14.26,44.279,88.6
51350,14.26,43.591,87.2
51360,14.27,43.297,86.6
51370,14.27,45.138,90.3
51380,14.27,43.478,87.0
51390,14.28,43.772,87.5
51400,14.28,44.332,88.7
51410,14.28,44.14,88.3
51420,14.28,43.829,87.7
51430,14.29,44.337,88.7
51440,14.29,44.098,88.2
51450,14.29,43.639,87.3
51460,14.29,44.265,88.5
51470,14.3,44.391,88.8
51480,14.3,44.136,88.3
51490,14.3,43.798,87.6
51500,14.31,44.201,88.4
51510,14.31,44.796,89.6
51520,14.31,43.99,88.0
51530,14.31,43.38,86.8
51540,14.32,44.486,89.0
51550,14.32,43.215,86.4
51560,14.32,43.953,87.9
51570,14.32,43.591,87.2
51580,14.33,44.418,88.8
51590,14.33,44.302,88.6
51600,14.33,43.854,87.7
51610,14.34,43.871,87.7
51620,14.34,44.306,88.6
51630,14.34,44.291,88.6
51640,14.34,44.392,88.8
51650,14.35,44.246,88.5
51660,14.35,44.095,88.2
51670,14.35,44.163,88.3
51680,14.36,43.975,87.9
51690,14.36,44.317,88.6
51700,14.36,43.592,87.2
51710,14.36,43.783,87.6
51720,14.37,43.353,86.7
51730,14.37,43.99,88.0
51740,14.37,43.821,87.6
51750,14.38,44.346,88.7
51760,14.38,44.096,88.2
51770,14.38,43.148,86.3
51780,14.38,43.835,87.7
51790,14.39,43.446,86.9
51800,14.39,44.342,88.7
51810,14.39,43.916,87.8
51820,14.39,43.777,87.6
51830,14.4,45.036,90.1
51840,14.4,43.376,86.8
51850,14.4,43.661,87.3
51860,14.41,43.56,87.1
51870,14.41,43.936,87.9
51880,14.41,43.772,87.5
51890,14.41,43.184,86.4
51900,14.42,43.812,87.6
51910,14.42,43.082,86.2
51920,14.42,43.772,87.5
51930,14.43,43.313,86.6
51940,14.43,44.67,89.3
51950,14.43,43.418,86.8
51960,14.43,44.269,88.5
51970,14.44,43.128,86.3
51980,14.44,44.224,88.4
51990,14.44,44.665,89.3
52000,14.44,43.705,87.4
52010,14.45,42.747,85.5
52020,14.45,44.38,88.8
52030,14.45,43.632,87.3
52040,14.46,43.306,86.6
52050,14.46,43.797,87.6
52060,14.46,43.548,87.1
52070,14.46,44.089,88.2
52080,14.47,43.505,87.0
52090,14.47,43.779,87.6
52100,14.47,43.902,87.8
52110,14.47,43.381,86.8
52120,14.48,43.821,87.6
52130,14.48,43.621,87.2
52140,14.48,44.357,88.7
52150,14.49,43.753,87.5
52160,14.49,43.586,87.2
52170,14.49,43.54,87.1
52180,14.49,43.494,87.0
52190,14.5,43.843,87.7
52200,14.5,44.101,88.2
52210,14.5,44.209,88.4
52220,14.51,44.287,88.6
52230,14.51,43.982,88.0
52240,14.51,44.407,88.8
52250,14.51,43.711,87.4
52260,14.52,44.069,88.1
52270,14.52,42.927,85.9
52280,14.52,43.571,87.1
52290,14.53,42.972,85.9
52300,14.53,43.665,87.3
52310,14.53,44.523,89.0
52320,14.53,43.256,86.5
52330,14.54,43.269,86.5
52340,14.54,44.001,88.0
52350,14.54,43.285,86.6
52360,14.54,44.522,89.0
52370,14.55,44.383,88.8
52380,14.55,43.608,87.2
52390,14.55,44.206,88.4
52400,14.56,43.93,87.9
52410,14.56,43.093,86.2
52420,14.56,44.551,89.1
52430,14.56,43.384,86.8
52440,14.57,44.92,89.8
52450,14.57,43.73,87.5
52460,14.57,43.72,87.4
52470,14.57,43.429,86.9
52480,14.58,43.654,87.3
52490,14.58,44.133,88.3
52500,14.58,43.431,86.9
52510,14.59,43.619,87.2
52520,14.59,44.466,88.9
52530,14.59,43.675,87.4
52540,14.59,44.587,89.2
52550,14.6,44.814,89.6
52560,14.6,44.241,88.5
52570,14.6,43.639,87.3
52580,14.61,43.8,87.6
52590,14.61,43.781,87.6
52600,14.61,44.951,89.9
52610,14.61,44.979,90.0
52620,14.62,43.712,87.4
52630,14.62,43.772,87.5
52640,14.62,43.037,86.1
52650,14.62,44.207,88.4
52660,14.63,43.967,87.9
52670,14.63,43.231,86.5
52680,14.63,42.883,85.8
52690,14.64,45.115,90.2
52700,14.64,44.096,88.2
52710,14.64,43.771,87.5
52720,14.64,43.398,86.8
52730,14.65,43.397,86.8
52740,14.65,43.279,86.6
52750,14.65,44.395,88.8
52760,14.66,43.382,86.8
52770,14.66,44.138,88.3
52780,14.66,44.113,88.2
52790,14.66,43.304,86.6
52800,14.67,45.003,90.0
52810,14.67,44.572,89.1
52820,14.67,44.129,88.3
52830,14.68,44.549,89.1
52840,14.68,44.121,88.2
52850,14.68,44.242,88.5
52860,14.68,42.996,86.0
52870,14.69,43.93,87.9
52880,14.69,43.423,86.8
52890,14.69,44.65,89.3
52900,14.69,44.128,88.3
52910,14.7,44.579,89.2
52920,14.7,43.831,87.7
52930,14.7,43.357,86.7
52940,14.71,43.481,87.0
52950,14.71,43.44,86.9
52960,14.71,44.15,88.3
52970,14.71,43.881,87.8
52980,14.72,44.165,88.3
52990,14.72,43.706,87.4
53000,14.72,43.367,86.7
53010,14.72,44.228,88.5
53020,14.73,43.345,86.7
53030,14.73,43.893,87.8
53040,14.73,44.414,88.8
53050,14.74,44.274,88.5
53060,14.74,44.328,88.7
53070,14.74,44.326,88.7
53080,14.74,43.508,87.0
53090,14.75,43.797,87.6
53100,14.75,44.617,89.2
53110,14.75,43.964,87.9
53120,14.76,43.877,87.8
53130,14.76,44.231,88.5
53140,14.76,44.526,89.1
53150,14.76,44.272,88.5
53160,14.77,43.368,86.7
53170,14.77,43.027,86.1
53180,14.77,44.255,88.5
53190,14.78,44.518,89.0
53200,14.78,44.397,88.8
53210,14.78,44.069,88.1
53220,14.78,44.133,88.3
53230,14.79,44.404,88.8
53240,14.79,43.629,87.3
53250,14.79,43.987,88.0
53260,14.79,44.251,88.5
53270,14.8,43.863,87.7
53280,14.8,44.344,88.7
53290,14.8,44.495,89.0
53300,14.81,42.947,85.9
53310,14.81,44.417,88.8
53320,14.81,44.356,88.7
53330,14.81,43.203,86.4
53340,14.82,43.335,86.7
53350,14.82,43.814,87.6
53360,14.82,43.832,87.7
53370,14.82,43.114,86.2
53380,14.83,43.819,87.6
53390,14.83,43.818,87.6
53400,14.83,43.619,87.2
53410,14.84,43.506,87.0
53420,14.84,44.983,90.0
53430,14.84,43.99,88.0
53440,14.84,43.751,87.5
53450,14.85,43.921,87.8
53460,14.85,44.189,88.4
53470,14.85,45.265,90.5
53480,14.86,44.169,88.3
53490,14.86,44.878,89.8
53500,14.86,44.242,88.5
53510,14.86,43.854,87.7
53520,14.87,44.304,88.6
53530,14.87,44.007,88.0
53540,14.87,44.43,88.9
53550,14.88,43.825,87.6
53560,14.88,43.55,87.1
53570,14.88,44.05,88.1
53580,14.88,44.339,88.7
53590,14.89,43.591,87.2
53600,14.89,43.213,86.4
53610,14.89,43.211,86.4
53620,14.89,45.01,90.0
53630,14.9,43.862,87.7
53640,14.9,44.072,88.1
53650,14.9,43.787,87.6
53660,14.91,42.959,85.9
53670,14.91,43.568,87.1
53680,14.91,43.692,87.4
53690,14.91,44.072,88.1
53700,14.92,43.703,87.4
53710,14.92,44.073,88.1
53720,14.92,43.928,87.9
53730,14.93,44.122,88.2
53740,14.93,44.0,88.0
53750,14.93,44.349,88.7
53760,14.93,43.188,86.4
53770,14.94,43.078,86.2
53780,14.94,43.977,88.0
53790,14.94,44.833,89.7
53800,14.94,44.24,88.5
53810,14.95,44.216,88.4
53820,14.95,44.191,88.4
53830,14.95,44.02,88.0
53840,14.96,44.178,88.4
53850,14.96,44.912,89.8
53860,14.96,44.124,88.2
53870,14.96,44.535,89.1
53880,14.97,43.678,87.4
53890,14.97,43.5,87.0
53900,14.97,43.982,88.0
53910,14.97,43.214,86.4
53920,14.98,43.669,87.3
53930,14.98,43.485,87.0
53940,14.98,44.26,88.5
53950,14.99,44.268,88.5
53960,14.99,43.574,87.1
53970,14.99,44.009,88.0
53980,14.99,44.896,89.8
53990,15.0,44.268,88.5
54000,15.0,43.164,86.3
54010,15.0,44.53,89.1
54020,15.01,44.423,88.8
54030,15.01,43.666,87.3
54040,15.01,44.8,89.6
54050,15.01,43.752,87.5
54060,15.02,43.708,87.4
54070,15.02,45.141,90.3
54080,15.02,44.663,89.3
54090,15.03,43.601,87.2
54100,15.03,44.206,88.4
54110,15.03,43.5,87.0
54120,15.03,44.414,88.8
54130,15.04,43.158,86.3
54140,15.04,43.728,87.5
54150,15.04,43.42,86.8
54160,15.04,43.275,86.5
54170,15.05,44.207,88.4
54180,15.05,44.525,89.1
54190,15.05,43.956,87.9
54200,15.06,43.974,87.9
54210,15.06,43.893,87.8
54220,15.06,44.398,88.8
54230,15.06,43.83,87.7
54240,15.07,43.591,87.2
54250,15.07,43.401,86.8
54260,15.07,44.246,88.5
54270,15.07,43.407,86.8
54280,15.08,43.895,87.8
54290,15.08,44.069,88.1
54300,15.08,44.396,88.8
54310,15.09,43.743,87.5
54320,15.09,44.044,88.1
54330,15.09,44.049,88.1
54340,15.09,43.631,87.3
54350,15.1,44.398,88.8
54360,15.1,43.663,87.3
54370,15.1,44.703,89.4
54380,15.11,43.536,87.1
54390,15.11,43.667,87.3
54400,15.11,43.429,86.9
54410,15.11,44.069,88.1
54420,15.12,44.752,89.5
54430,15.12,43.761,87.5
54440,15.12,44.927,89.9
54450,15.12,44.167,88.3
54460,15.13,45.123,90.2
54470,15.13,44.597,89.2
54480,15.13,45.19,90.4
54490,15.14,43.636,87.3
54500,15.14,43.745,87.5
54510,15.14,44.043,88.1
54520,15.14,44.235,88.5
54530,15.15,44.428,88.9
54540,15.15,43.426,86.9
54550,15.15,43.9,87.8
54560,15.16,44.884,89.8
54570,15.16,43.783,87.6
54580,15.16,43.771,87.5
54590,15.16,44.218,88.4
54600,15.17,44.295,88.6
54610,15.17,43.801,87.6
54620,15.17,43.675,87.4
54630,15.18,43.734,87.5
54640,15.18,43.739,87.5
54650,15.18,43.624,87.2
54660,15.18,44.684,89.4
54670,15.19,43.331,86.7
54680,15.19,44.713,89.4
54690,15.19,43.919,87.8
54700,15.19,43.593,87.2
54710,15.2,43.932,87.9
54720,15.2,44.103,88.2
54730,15.2,44.807,89.6
54740,15.21,43.479,87.0
54750,15.21,44.505,89.0
54760,15.21,44.122,88.2
54770,15.21,43.668,87.3
54780,15.22,44.245,88.5
54790,15.22,44.453,88.9
54800,15.22,44.656,89.3
54810,15.22,43.501,87.0
54820,15.23,44.045,88.1
54830,15.23,43.419,86.8
54840,15.23,43.563,87.1
54850,15.24,44.773,89.5
54860,15.24,43.986,88.0
54870,15.24,44.156,88.3
54880,15.24,43.91,87.8
54890,15.25,43.947,87.9
54900,15.25,43.734,87.5
54910,15.25,44.037,88.1
54920,15.26,44.75,89.5
54930,15.26,44.431,88.9
54940,15.26,44.741,89.5
54950,15.26,43.27,86.5
54960,15.27,44.596,89.2
54970,15.27,42.895,85.8
54980,15.27,43.329,86.7
54990,15.28,43.814,87.6
55000,15.28,44.238,88.5
55010,15.28,43.165,86.3
55020,15.28,44.048,88.1
55030,15.29,43.68,87.4
55040,15.29,44.06,88.1
55050,15.29,43.884,87.8
55060,15.29,44.476,89.0
55070,15.3,43.604,87.2
55080,15.3,42.969,85.9
55090,15.3,44.002,88.0
55100,15.31,44.607,89.2
55110,15.31,42.823,85.6
55120,15.31,45.324,90.6
55130,15.31,44.808,89.6
55140,15.32,43.581,87.2
55150,15.32,43.177,86.4
55160,15.32,44.083,88.2
55170,15.32,44.235,88.5
55180,15.33,44.254,88.5
55190,15.33,43.86,87.7
55200,15.33,43.604,87.2
55210,15.34,43.553,87.1
55220,15.34,43.927,87.9
55230,15.34,45.177,90.4
55240,15.34,44.025,88.0
55250,15.35,43.74,87.5
55260,15.35,43.535,87.1
55270,15.35,43.906,87.8
55280,15.36,44.331,88.7
55290,15.36,43.447,86.9
55300,15.36,44.074,88.1
