time_sec,hour_of_day,power_mw,irradiance_w_m2
44900,12.47,6.731,673.1
44910,12.47,7.809,780.9
44920,12.48,8.467,846.7
44930,12.48,7.998,799.8
44940,12.48,9.85,985.0
44950,12.49,10.021,1002.1
44960,12.49,9.945,994.5
44970,12.49,6.459,645.9
44980,12.49,9.837,983.7
44990,12.5,9.999,999.9
45000,12.5,9.802,980.2
45010,12.5,9.859,985.9
45020,12.51,9.996,999.6
45030,12.51,9.864,986.4
45040,12.51,9.779,977.9
45050,12.51,9.992,999.2
45060,12.52,9.877,987.7
45070,12.52,9.876,987.6
45080,12.52,9.897,989.7
45090,12.53,9.838,983.8
45100,12.53,8.98,898.0
45110,12.53,9.924,992.4
45120,12.53,9.739,973.9
45130,12.54,9.92,992.0
45140,12.54,9.851,985.1
45150,12.54,9.834,983.4
45160,12.54,10.02,1002.0
45170,12.55,9.892,989.2
45180,12.55,9.995,999.5
45190,12.55,10.026,1002.6
45200,12.56,7.215,721.5
45210,12.56,7.382,738.2
45220,12.56,9.827,982.7
45230,12.56,9.861,986.1
45240,12.57,9.854,985.4
45250,12.57,9.962,996.2
45260,12.57,7.559,755.9
45270,12.57,9.837,983.7
45280,12.58,7.573,757.3
45290,12.58,9.833,983.3
45300,12.58,9.897,989.7
45310,12.59,10.044,1004.4
45320,12.59,10.0,1000.0
45330,12.59,9.758,975.8
45340,12.59,9.935,993.5
45350,12.6,9.839,983.9
45360,12.6,9.733,973.3
45370,12.6,9.866,986.6
45380,12.61,9.879,987.9
45390,12.61,6.574,657.4
45400,12.61,8.653,865.3
45410,12.61,9.949,994.9
45420,12.62,9.894,989.4
45430,12.62,5.785,578.5
45440,12.62,9.708,970.8
45450,12.62,9.847,984.7
45460,12.63,9.916,991.6
45470,12.63,9.817,981.7
45480,12.63,7.607,760.7
45490,12.64,8.726,872.6
45500,12.64,9.929,992.9
45510,12.64,9.823,982.3
45520,12.64,9.897,989.7
45530,12.65,9.811,981.1
45540,12.65,9.75,975.0
45550,12.65,9.884,988.4
45560,12.66,9.791,979.1
45570,12.66,8.758,875.8
45580,12.66,9.796,979.6
45590,12.66,9.822,982.2
45600,12.67,10.01,1001.0
45610,12.67,8.619,861.9
45620,12.67,9.984,998.4
45630,12.68,8.564,856.4
45640,12.68,9.907,990.7
45650,12.68,9.655,965.5
45660,12.68,6.53,653.0
45670,12.69,9.841,984.1
45680,12.69,9.895,989.5
45690,12.69,7.024,702.4
45700,12.69,6.659,665.9
45710,12.7,9.846,984.6
45720,12.7,9.891,989.1
45730,12.7,8.869,886.9
45740,12.71,9.777,977.7
45750,12.71,9.751,975.1
45760,12.71,9.728,972.8
45770,12.71,9.778,977.8
45780,12.72,9.679,967.9
45790,12.72,9.783,978.3
45800,12.72,9.699,969.9
45810,12.72,9.735,973.5
45820,12.73,9.941,994.1
45830,12.73,6.241,624.1
45840,12.73,9.785,978.5
45850,12.74,8.882,888.2
45860,12.74,9.924,992.4
45870,12.74,9.903,990.3
45880,12.74,6.302,630.2
45890,12.75,9.797,979.7
45900,12.75,9.865,986.5
45910,12.75,9.89,989.0
45920,12.76,6.915,691.5
45930,12.76,9.793,979.3
45940,12.76,9.832,983.2
45950,12.76,9.834,983.4
45960,12.77,6.418,641.8
45970,12.77,9.624,962.4
45980,12.77,8.427,842.7
45990,12.78,9.914,991.4
46000,12.78,8.013,801.3
46010,12.78,9.767,976.7
46020,12.78,9.911,991.1
46030,12.79,6.528,652.8
46040,12.79,9.799,979.9
46050,12.79,9.836,983.6
46060,12.79,9.778,977.8
46070,12.8,9.571,957.1
46080,12.8,7.465,746.5
46090,12.8,9.865,986.5
46100,12.81,9.76,976.0
46110,12.81,7.674,767.4
46120,12.81,9.685,968.5
46130,12.81,8.821,882.1
46140,12.82,9.79,979.0
46150,12.82,6.165,616.5
46160,12.82,9.848,984.8
46170,12.82,9.683,968.3
46180,12.83,7.376,737.6
46190,12.83,9.732,973.2
46200,12.83,7.332,733.2
46210,12.84,9.835,983.5
46220,12.84,9.791,979.1
46230,12.84,9.73,973.0
46240,12.84,6.192,619.2
46250,12.85,9.756,975.6
46260,12.85,9.659,965.9
46270,12.85,9.607,960.7
46280,12.86,9.925,992.5
46290,12.86,9.745,974.5
46300,12.86,9.785,978.5
46310,12.86,9.816,981.6
46320,12.87,9.791,979.1
46330,12.87,9.677,967.7
46340,12.87,9.742,974.2
46350,12.88,8.434,843.4
46360,12.88,9.715,971.5
46370,12.88,9.791,979.1
46380,12.88,9.655,965.5
46390,12.89,9.775,977.5
46400,12.89,9.706,970.6
46410,12.89,7.712,771.2
46420,12.89,6.831,683.1
46430,12.9,8.694,869.4
46440,12.9,8.531,853.1
46450,12.9,9.685,968.5
46460,12.91,9.608,960.8
46470,12.91,9.614,961.4
46480,12.91,9.684,968.4
46490,12.91,9.884,988.4
46500,12.92,9.85,985.0
46510,12.92,9.66,966.0
46520,12.92,9.83,983.0
46530,12.93,9.696,969.6
46540,12.93,9.702,970.2
46550,12.93,9.921,992.1
46560,12.93,7.032,703.2
46570,12.94,7.297,729.7
46580,12.94,9.58,958.0
46590,12.94,7.766,776.6
46600,12.94,6.89,689.0
46610,12.95,9.558,955.8
46620,12.95,9.668,966.8
46630,12.95,9.638,963.8
46640,12.96,7.239,723.9
46650,12.96,9.687,968.7
46660,12.96,9.778,977.8
46670,12.96,9.803,980.3
46680,12.97,9.647,964.7
46690,12.97,9.612,961.2
46700,12.97,9.818,981.8
46710,12.97,8.368,836.8
46720,12.98,7.81,781.0
46730,12.98,9.653,965.3
46740,12.98,6.213,621.3
46750,12.99,9.518,951.8
46760,12.99,9.726,972.6
46770,12.99,8.489,848.9
46780,12.99,6.481,648.1
46790,13.0,9.72,972.0
46800,13.0,9.684,968.4
46810,13.0,9.728,972.8
46820,13.01,9.615,961.5
46830,13.01,9.685,968.5
46840,13.01,6.474,647.4
46850,13.01,9.76,976.0
46860,13.02,9.594,959.4
46870,13.02,9.551,955.1
46880,13.02,6.69,669.0
46890,13.03,9.668,966.8
46900,13.03,6.081,608.1
46910,13.03,9.79,979.0
46920,13.03,9.627,962.7
46930,13.04,9.684,968.4
46940,13.04,9.529,952.9
46950,13.04,7.008,700.8
46960,13.04,7.146,714.6
46970,13.05,9.555,955.5
46980,13.05,9.549,954.9
46990,13.05,9.696,969.6
47000,13.06,9.656,965.6
47010,13.06,7.851,785.1
47020,13.06,8.476,847.6
47030,13.06,9.574,957.4
47040,13.07,7.945,794.5
47050,13.07,9.441,944.1
47060,13.07,6.278,627.8
47070,13.07,9.554,955.4
47080,13.08,9.506,950.6
47090,13.08,9.411,941.1
47100,13.08,9.631,963.1
47110,13.09,7.273,727.3
47120,13.09,9.679,967.9
47130,13.09,9.808,980.8
47140,13.09,9.59,959.0
47150,13.1,9.736,973.6
47160,13.1,9.607,960.7
47170,13.1,9.553,955.3
47180,13.11,9.584,958.4
47190,13.11,9.644,964.4
47200,13.11,9.577,957.7
47210,13.11,9.606,960.6
47220,13.12,9.614,961.4
47230,13.12,9.574,957.4
47240,13.12,9.677,967.7
47250,13.12,7.485,748.5
47260,13.13,9.655,965.5
47270,13.13,9.484,948.4
47280,13.13,9.514,951.4
47290,13.14,8.478,847.8
47300,13.14,9.525,952.5
47310,13.14,9.449,944.9
47320,13.14,9.449,944.9
47330,13.15,9.419,941.9
47340,13.15,8.326,832.6
47350,13.15,9.533,953.3
47360,13.16,9.581,958.1
47370,13.16,9.616,961.6
47380,13.16,9.472,947.2
47390,13.16,9.581,958.1
47400,13.17,9.65,965.0
47410,13.17,8.418,841.8
47420,13.17,9.619,961.9
47430,13.18,6.019,601.9
47440,13.18,9.411,941.1
47450,13.18,8.389,838.9
47460,13.18,9.501,950.1
47470,13.19,9.485,948.5
47480,13.19,9.674,967.4
47490,13.19,9.441,944.1
47500,13.19,9.431,943.1
47510,13.2,9.403,940.3
47520,13.2,7.392,739.2
47530,13.2,9.668,966.8
47540,13.21,9.396,939.6
47550,13.21,9.346,934.6
47560,13.21,9.52,952.0
47570,13.21,9.539,953.9
47580,13.22,7.196,719.6
47590,13.22,9.427,942.7
47600,13.22,9.55,955.0
47610,13.22,9.494,949.4
47620,13.23,9.432,943.2
47630,13.23,9.355,935.5
47640,13.23,9.238,923.8
47650,13.24,9.589,958.9
47660,13.24,8.244,824.4
47670,13.24,9.479,947.9
47680,13.24,7.522,752.2
47690,13.25,9.61,961.0
47700,13.25,9.42,942.0
47710,13.25,9.433,943.3
47720,13.26,9.365,936.5
47730,13.26,9.436,943.6
47740,13.26,9.307,930.7
47750,13.26,9.265,926.5
47760,13.27,9.476,947.6
47770,13.27,9.337,933.7
47780,13.27,9.549,954.9
47790,13.28,9.484,948.4
47800,13.28,9.433,943.3
47810,13.28,9.52,952.0
47820,13.28,9.403,940.3
47830,13.29,9.277,927.7
47840,13.29,9.481,948.1
47850,13.29,8.248,824.8
47860,13.29,9.387,938.7
47870,13.3,9.302,930.2
47880,13.3,9.22,922.0
47890,13.3,6.877,687.7
47900,13.31,9.605,960.5
47910,13.31,9.507,950.7
47920,13.31,9.469,946.9
47930,13.31,9.401,940.1
47940,13.32,9.411,941.1
47950,13.32,9.424,942.4
47960,13.32,9.314,931.4
47970,13.32,9.437,943.7
47980,13.33,9.423,942.3
47990,13.33,9.289,928.9
48000,13.33,9.406,940.6
48010,13.34,6.303,630.3
48020,13.34,7.576,757.6
48030,13.34,9.275,927.5
48040,13.34,9.502,950.2
48050,13.35,9.354,935.4
48060,13.35,9.547,954.7
48070,13.35,9.289,928.9
48080,13.36,6.57,657.0
48090,13.36,9.234,923.4
48100,13.36,6.512,651.2
48110,13.36,9.311,931.1
48120,13.37,9.382,938.2
48130,13.37,7.026,702.6
48140,13.37,7.322,732.2
48150,13.38,6.991,699.1
48160,13.38,9.582,958.2
48170,13.38,9.31,931.0
48180,13.38,9.227,922.7
48190,13.39,9.251,925.1
48200,13.39,9.504,950.4
48210,13.39,6.402,640.2
48220,13.39,6.677,667.7
48230,13.4,7.974,797.4
48240,13.4,9.165,916.5
48250,13.4,9.291,929.1
48260,13.41,7.055,705.5
48270,13.41,9.391,939.1
48280,13.41,9.455,945.5
48290,13.41,9.288,928.8
48300,13.42,9.282,928.2
48310,13.42,9.351,935.1
48320,13.42,9.417,941.7
48330,13.43,9.266,926.6
48340,13.43,5.978,597.8
48350,13.43,9.335,933.5
48360,13.43,5.77,577.0
48370,13.44,9.293,929.3
48380,13.44,9.293,929.3
48390,13.44,9.268,926.8
48400,13.44,9.477,947.7
48410,13.45,7.981,798.1
48420,13.45,9.332,933.2
48430,13.45,9.311,931.1
48440,13.46,9.411,941.1
48450,13.46,7.401,740.1
48460,13.46,9.325,932.5
48470,13.46,9.247,924.7
48480,13.47,9.206,920.6
48490,13.47,9.43,943.0
48500,13.47,9.256,925.6
48510,13.47,9.327,932.7
48520,13.48,7.174,717.4
48530,13.48,5.939,593.9
48540,13.48,6.345,634.5
48550,13.49,9.43,943.0
48560,13.49,9.285,928.5
48570,13.49,7.758,775.8
48580,13.49,7.459,745.9
48590,13.5,7.274,727.4
48600,13.5,6.451,645.1
48610,13.5,7.11,711.0
48620,13.51,5.856,585.6
48630,13.51,6.605,660.5
48640,13.51,9.136,913.6
48650,13.51,9.218,921.8
48660,13.52,9.124,912.4
48670,13.52,7.251,725.1
48680,13.52,6.327,632.7
48690,13.53,7.164,716.4
48700,13.53,9.32,932.0
48710,13.53,9.183,918.3
48720,13.53,9.108,910.8
48730,13.54,9.289,928.9
48740,13.54,9.264,926.4
48750,13.54,9.073,907.3
48760,13.54,9.244,924.4
48770,13.55,9.277,927.7
48780,13.55,9.123,912.3
48790,13.55,5.93,593.0
48800,13.56,7.203,720.3
48810,13.56,9.15,915.0
48820,13.56,9.222,922.2
48830,13.56,9.286,928.6
48840,13.57,9.033,903.3
48850,13.57,9.255,925.5
48860,13.57,9.111,911.1
48870,13.57,9.169,916.9
48880,13.58,8.955,895.5
48890,13.58,9.166,916.6
48900,13.58,9.157,915.7
48910,13.59,9.032,903.2
48920,13.59,9.287,928.7
48930,13.59,9.161,916.1
48940,13.59,9.181,918.1
48950,13.6,9.275,927.5
48960,13.6,9.083,908.3
48970,13.6,9.175,917.5
48980,13.61,9.183,918.3
48990,13.61,9.076,907.6
49000,13.61,9.16,916.0
49010,13.61,6.748,674.8
49020,13.62,9.055,905.5
49030,13.62,9.156,915.6
49040,13.62,9.065,906.5
49050,13.62,8.944,894.4
49060,13.63,9.209,920.9
49070,13.63,9.028,902.8
49080,13.63,7.427,742.7
49090,13.64,8.976,897.6
49100,13.64,9.375,937.5
49110,13.64,9.095,909.5
49120,13.64,9.117,911.7
49130,13.65,9.064,906.4
49140,13.65,9.088,908.8
49150,13.65,9.092,909.2
49160,13.66,9.124,912.4
49170,13.66,9.132,913.2
49180,13.66,9.066,906.6
49190,13.66,8.903,890.3
49200,13.67,9.035,903.5
49210,13.67,8.95,895.0
49220,13.67,8.906,890.6
49230,13.68,8.006,800.6
49240,13.68,7.946,794.6
49250,13.68,9.079,907.9
49260,13.68,9.016,901.6
49270,13.69,9.02,902.0
49280,13.69,9.019,901.9
49290,13.69,9.019,901.9
49300,13.69,7.64,764.0
49310,13.7,9.034,903.4
49320,13.7,8.94,894.0
49330,13.7,9.08,908.0
49340,13.71,8.951,895.1
49350,13.71,8.842,884.2
49360,13.71,9.018,901.8
49370,13.71,6.033,603.3
49380,13.72,8.928,892.8
49390,13.72,8.032,803.2
49400,13.72,8.962,896.2
49410,13.72,9.088,908.8
49420,13.73,8.945,894.5
49430,13.73,8.963,896.3
49440,13.73,9.132,913.2
49450,13.74,9.019,901.9
49460,13.74,8.984,898.4
49470,13.74,9.093,909.3
49480,13.74,8.831,883.1
49490,13.75,8.943,894.3
49500,13.75,8.841,884.1
49510,13.75,8.896,889.6
49520,13.76,8.989,898.9
49530,13.76,9.015,901.5
49540,13.76,9.004,900.4
49550,13.76,9.07,907.0
49560,13.77,8.821,882.1
49570,13.77,8.777,877.7
49580,13.77,8.091,809.1
49590,13.78,7.393,739.3
49600,13.78,8.989,898.9
49610,13.78,9.072,907.2
49620,13.78,5.852,585.2
49630,13.79,8.838,883.8
49640,13.79,8.823,882.3
49650,13.79,8.928,892.8
49660,13.79,6.188,618.8
49670,13.8,6.922,692.2
49680,13.8,9.05,905.0
49690,13.8,9.097,909.7
49700,13.81,6.445,644.5
49710,13.81,6.659,665.9
49720,13.81,8.906,890.6
49730,13.81,6.187,618.7
49740,13.82,6.022,602.2
49750,13.82,8.902,890.2
49760,13.82,8.826,882.6
49770,13.82,8.954,895.4
49780,13.83,7.313,731.3
49790,13.83,8.965,896.5
49800,13.83,8.825,882.5
49810,13.84,8.776,877.6
49820,13.84,7.217,721.7
49830,13.84,6.848,684.8
49840,13.84,8.898,889.8
49850,13.85,8.825,882.5
49860,13.85,8.896,889.6
49870,13.85,6.684,668.4
49880,13.86,7.221,722.1
49890,13.86,5.497,549.7
49900,13.86,5.685,568.5
49910,13.86,8.93,893.0
49920,13.87,6.506,650.6
49930,13.87,8.752,875.2
49940,13.87,8.904,890.4
49950,13.88,8.658,865.8
49960,13.88,8.82,882.0
49970,13.88,6.794,679.4
49980,13.88,8.602,860.2
49990,13.89,8.959,895.9
50000,13.89,8.745,874.5
50010,13.89,8.649,864.9
50020,13.89,8.841,884.1
50030,13.9,7.564,756.4
50040,13.9,9.022,902.2
50050,13.9,9.009,900.9
50060,13.91,8.904,890.4
50070,13.91,8.658,865.8
50080,13.91,8.63,863.0
50090,13.91,8.74,874.0
50100,13.92,8.852,885.2
50110,13.92,8.78,878.0
50120,13.92,8.749,874.9
50130,13.93,8.673,867.3
50140,13.93,8.739,873.9
50150,13.93,5.68,568.0
50160,13.93,7.137,713.7
50170,13.94,8.792,879.2
50180,13.94,8.562,856.2
50190,13.94,5.499,549.9
50200,13.94,5.458,545.8
50210,13.95,6.189,618.9
50220,13.95,8.806,880.6
50230,13.95,8.8,880.0
50240,13.96,5.629,562.9
50250,13.96,8.764,876.4
50260,13.96,6.864,686.4
50270,13.96,8.791,879.1
50280,13.97,8.889,888.9
50290,13.97,8.668,866.8
50300,13.97,8.887,888.7
50310,13.97,5.924,592.4
50320,13.98,6.087,608.7
50330,13.98,8.795,879.5
50340,13.98,8.58,858.0
50350,13.99,8.843,884.3
50360,13.99,8.641,864.1
50370,13.99,6.971,697.1
50380,13.99,8.742,874.2
50390,14.0,8.629,862.9
50400,14.0,8.742,874.2
50410,14.0,8.631,863.1
50420,14.01,6.597,659.7
50430,14.01,8.517,851.7
50440,14.01,5.932,593.2
50450,14.01,8.712,871.2
50460,14.02,6.693,669.3
50470,14.02,8.625,862.5
50480,14.02,8.723,872.3
50490,14.03,6.512,651.2
50500,14.03,8.548,854.8
50510,14.03,8.519,851.9
50520,14.03,8.647,864.7
50530,14.04,8.601,860.1
50540,14.04,8.435,843.5
50550,14.04,5.407,540.7
50560,14.04,6.343,634.3
50570,14.05,8.587,858.7
50580,14.05,8.465,846.5
50590,14.05,8.569,856.9
50600,14.06,8.572,857.2
50610,14.06,8.463,846.3
50620,14.06,8.583,858.3
50630,14.06,8.459,845.9
50640,14.07,6.221,622.1
50650,14.07,8.417,841.7
50660,14.07,5.958,595.8
50670,14.07,8.316,831.6
50680,14.08,8.634,863.4
50690,14.08,8.446,844.6
50700,14.08,5.696,569.6
50710,14.09,8.4,840.0
50720,14.09,6.384,638.4
50730,14.09,8.56,856.0
50740,14.09,8.624,862.4
50750,14.1,8.439,843.9
50760,14.1,8.633,863.3
50770,14.1,8.56,856.0
50780,14.11,8.524,852.4
50790,14.11,5.753,575.3
50800,14.11,8.478,847.8
50810,14.11,8.789,878.9
50820,14.12,8.426,842.6
50830,14.12,8.48,848.0
50840,14.12,8.539,853.9
50850,14.12,8.365,836.5
50860,14.13,8.555,855.5
50870,14.13,8.31,831.0
50880,14.13,6.105,610.5
50890,14.14,6.142,614.2
50900,14.14,8.463,846.3
50910,14.14,8.488,848.8
50920,14.14,5.755,575.5
50930,14.15,8.434,843.4
50940,14.15,8.296,829.6
50950,14.15,8.485,848.5
50960,14.16,8.356,835.6
50970,14.16,5.299,529.9
50980,14.16,8.258,825.8
50990,14.16,8.411,841.1
51000,14.17,8.257,825.7
51010,14.17,8.462,846.2
51020,14.17,8.447,844.7
51030,14.18,8.29,829.0
51040,14.18,8.448,844.8
51050,14.18,8.413,841.3
51060,14.18,8.454,845.4
51070,14.19,5.351,535.1
51080,14.19,5.209,520.9
51090,14.19,6.877,687.7
51100,14.19,8.329,832.9
51110,14.2,8.192,819.2
51120,14.2,8.316,831.6
51130,14.2,8.388,838.8
51140,14.21,8.462,846.2
51150,14.21,8.443,844.3
51160,14.21,5.255,525.5
51170,14.21,6.495,649.5
51180,14.22,8.577,857.7
51190,14.22,8.315,831.5
51200,14.22,8.519,851.9
51210,14.22,8.439,843.9
51220,14.23,8.515,851.5
51230,14.23,5.737,573.7
51240,14.23,8.359,835.9
51250,14.24,7.498,749.8
51260,14.24,8.461,846.1
51270,14.24,8.411,841.1
51280,14.24,8.447,844.7
51290,14.25,7.14,714.0
51300,14.25,8.445,844.5
51310,14.25,5.166,516.6
51320,14.26,8.403,840.3
51330,14.26,8.206,820.6
51340,14.26,6.856,685.6
51350,14.26,8.283,828.3
51360,14.27,8.254,825.4
51370,14.27,6.77,677.0
51380,14.27,8.394,839.4
51390,14.28,6.353,635.3
51400,14.28,8.266,826.6
51410,14.28,8.251,825.1
51420,14.28,5.65,565.0
51430,14.29,5.077,507.7
51440,14.29,8.267,826.7
51450,14.29,8.217,821.7
51460,14.29,8.236,823.6
51470,14.3,8.215,821.5
51480,14.3,8.141,814.1
51490,14.3,8.301,830.1
51500,14.31,8.29,829.0
51510,14.31,7.05,705.0
51520,14.31,5.38,538.0
51530,14.31,7.122,712.2
51540,14.32,8.286,828.6
51550,14.32,8.254,825.4
51560,14.32,8.153,815.3
51570,14.32,8.257,825.7
51580,14.33,8.399,839.9
51590,14.33,8.298,829.8
51600,14.33,8.276,827.6
51610,14.34,8.233,823.3
51620,14.34,4.83,483.0
51630,14.34,6.046,604.6
51640,14.34,7.25,725.0
51650,14.35,8.193,819.3
51660,14.35,8.146,814.6
51670,14.35,8.152,815.2
51680,14.36,8.068,806.8
51690,14.36,8.086,808.6
51700,14.36,8.137,813.7
51710,14.36,8.406,840.6
51720,14.37,7.017,701.7
51730,14.37,8.045,804.5
51740,14.37,6.029,602.9
51750,14.38,7.99,799.0
51760,14.38,8.146,814.6
51770,14.38,7.944,794.4
51780,14.38,8.005,800.5
51790,14.39,5.873,587.3
51800,14.39,8.096,809.6
51810,14.39,8.139,813.9
51820,14.39,4.936,493.6
51830,14.4,8.186,818.6
51840,14.4,8.082,808.2
51850,14.4,5.808,580.8
51860,14.41,8.024,802.4
51870,14.41,6.778,677.8
51880,14.41,8.001,800.1
51890,14.41,5.86,586.0
51900,14.42,7.99,799.0
51910,14.42,8.054,805.4
51920,14.42,8.024,802.4
51930,14.43,5.396,539.6
51940,14.43,8.093,809.3
51950,14.43,7.938,793.8
51960,14.43,8.002,800.2
51970,14.44,8.013,801.3
51980,14.44,7.92,792.0
51990,14.44,6.902,690.2
52000,14.44,8.124,812.4
52010,14.45,8.037,803.7
52020,14.45,8.078,807.8
52030,14.45,7.912,791.2
52040,14.46,6.046,604.6
52050,14.46,6.61,661.0
52060,14.46,7.864,786.4
52070,14.46,7.985,798.5
52080,14.47,8.054,805.4
52090,14.47,6.185,618.5
52100,14.47,7.83,783.0
52110,14.47,8.049,804.9
52120,14.48,7.886,788.6
52130,14.48,5.302,530.2
52140,14.48,8.088,808.8
52150,14.49,7.949,794.9
52160,14.49,4.979,497.9
52170,14.49,8.066,806.6
52180,14.49,4.896,489.6
52190,14.5,7.862,786.2
52200,14.5,7.783,778.3
52210,14.5,8.088,808.8
52220,14.51,6.457,645.7
52230,14.51,7.944,794.4
52240,14.51,8.022,802.2
52250,14.51,8.092,809.2
52260,14.52,7.867,786.7
52270,14.52,7.9,790.0
52280,14.52,7.888,788.8
52290,14.53,7.838,783.8
52300,14.53,6.884,688.4
52310,14.53,8.032,803.2
52320,14.53,6.993,699.3
52330,14.54,8.003,800.3
52340,14.54,8.051,805.1
52350,14.54,4.899,489.9
52360,14.54,7.907,790.7
52370,14.55,7.889,788.9
52380,14.55,7.707,770.7
52390,14.55,7.822,782.2
52400,14.56,8.054,805.4
52410,14.56,7.763,776.3
52420,14.56,7.877,787.7
52430,14.56,7.797,779.7
52440,14.57,7.841,784.1
52450,14.57,7.807,780.7
52460,14.57,7.679,767.9
52470,14.57,5.125,512.5
52480,14.58,7.555,755.5
52490,14.58,4.905,490.5
52500,14.58,7.848,784.8
52510,14.59,7.734,773.4
52520,14.59,7.624,762.4
52530,14.59,7.794,779.4
52540,14.59,7.63,763.0
52550,14.6,5.441,544.1
52560,14.6,7.76,776.0
52570,14.6,4.854,485.4
52580,14.61,7.59,759.0
52590,14.61,7.745,774.5
52600,14.61,7.737,773.7
52610,14.61,7.732,773.2
52620,14.62,7.748,774.8
52630,14.62,7.551,755.1
52640,14.62,7.754,775.4
52650,14.62,7.695,769.5
52660,14.63,7.761,776.1
52670,14.63,7.814,781.4
52680,14.63,7.618,761.8
52690,14.64,5.31,531.0
52700,14.64,7.635,763.5
52710,14.64,7.044,704.4
52720,14.64,7.702,770.2
52730,14.65,6.374,637.4
52740,14.65,5.886,588.6
52750,14.65,6.218,621.8
52760,14.66,7.727,772.7
52770,14.66,5.674,567.4
52780,14.66,7.592,759.2
52790,14.66,7.642,764.2
52800,14.67,5.2,520.0
52810,14.67,7.438,743.8
52820,14.67,7.646,764.6
52830,14.68,4.801,480.1
52840,14.68,7.462,746.2
52850,14.68,7.735,773.5
52860,14.68,4.994,499.4
52870,14.69,7.706,770.6
52880,14.69,4.595,459.5
52890,14.69,7.638,763.8
52900,14.69,7.631,763.1
52910,14.7,7.678,767.8
52920,14.7,7.544,754.4
52930,14.7,7.689,768.9
52940,14.71,7.652,765.2
52950,14.71,7.572,757.2
52960,14.71,7.726,772.6
52970,14.71,6.798,679.8
52980,14.72,5.893,589.3
52990,14.72,7.644,764.4
53000,14.72,6.691,669.1
53010,14.72,7.438,743.8
53020,14.73,7.557,755.7
53030,14.73,7.478,747.8
53040,14.73,7.684,768.4
53050,14.74,7.494,749.4
53060,14.74,7.668,766.8
53070,14.74,7.557,755.7
53080,14.74,7.577,757.7
53090,14.75,7.628,762.8
53100,14.75,5.797,579.7
53110,14.75,7.548,754.8
53120,14.76,7.311,731.1
53130,14.76,7.399,739.9
53140,14.76,5.13,513.0
53150,14.76,7.415,741.5
53160,14.77,7.544,754.4
53170,14.77,7.416,741.6
53180,14.77,7.527,752.7
53190,14.78,7.275,727.5
53200,14.78,7.633,763.3
53210,14.78,7.439,743.9
53220,14.78,7.515,751.5
53230,14.79,7.522,752.2
53240,14.79,7.569,756.9
53250,14.79,7.558,755.8
53260,14.79,5.225,522.5
53270,14.8,7.384,738.4
53280,14.8,7.453,745.3
53290,14.8,7.594,759.4
53300,14.81,5.914,591.4
53310,14.81,4.927,492.7
53320,14.81,7.453,745.3
53330,14.81,7.412,741.2
53340,14.82,5.382,538.2
53350,14.82,5.386,538.6
53360,14.82,5.469,546.9
53370,14.82,5.685,568.5
53380,14.83,7.433,743.3
53390,14.83,7.261,726.1
53400,14.83,7.419,741.9
53410,14.84,5.049,504.9
53420,14.84,6.194,619.4
53430,14.84,5.553,555.3
53440,14.84,7.456,745.6
53450,14.85,7.269,726.9
53460,14.85,7.411,741.1
53470,14.85,7.476,747.6
53480,14.86,7.266,726.6
53490,14.86,7.311,731.1
53500,14.86,7.488,748.8
53510,14.86,4.483,448.3
53520,14.87,7.364,736.4
53530,14.87,7.202,720.2
53540,14.87,5.53,553.0
53550,14.88,7.152,715.2
53560,14.88,7.11,711.0
53570,14.88,7.375,737.5
53580,14.88,7.345,734.5
53590,14.89,5.655,565.5
53600,14.89,7.206,720.6
53610,14.89,7.371,737.1
53620,14.89,7.239,723.9
53630,14.9,7.144,714.4
53640,14.9,7.211,721.1
53650,14.9,7.395,739.5
53660,14.91,7.226,722.6
53670,14.91,7.476,747.6
53680,14.91,6.147,614.7
53690,14.91,6.231,623.1
53700,14.92,7.284,728.4
53710,14.92,7.426,742.6
53720,14.92,7.244,724.4
53730,14.93,7.385,738.5
53740,14.93,7.217,721.7
53750,14.93,7.145,714.5
53760,14.93,6.905,690.5
53770,14.94,6.377,637.7
53780,14.94,7.068,706.8
53790,14.94,5.199,519.9
53800,14.94,7.336,733.6
53810,14.95,7.193,719.3
53820,14.95,7.005,700.5
53830,14.95,7.094,709.4
53840,14.96,7.047,704.7
53850,14.96,7.12,712.0
53860,14.96,5.283,528.3
53870,14.96,7.27,727.0
53880,14.97,7.038,703.8
53890,14.97,7.192,719.2
53900,14.97,7.114,711.4
53910,14.97,7.11,711.0
53920,14.98,7.265,726.5
53930,14.98,7.082,708.2
53940,14.98,7.091,709.1
53950,14.99,6.994,699.4
53960,14.99,6.955,695.5
53970,14.99,6.954,695.4
53980,14.99,5.937,593.7
53990,15.0,5.655,565.5
54000,15.0,7.078,707.8
54010,15.0,6.92,692.0
54020,15.01,6.979,697.9
54030,15.01,6.9,690.0
54040,15.01,6.311,631.1
54050,15.01,5.28,528.0
54060,15.02,7.002,700.2
54070,15.02,7.003,700.3
54080,15.02,4.464,446.4
54090,15.03,7.237,723.7
54100,15.03,6.946,694.6
54110,15.03,6.984,698.4
54120,15.03,6.944,694.4
54130,15.04,5.3,530.0
54140,15.04,7.036,703.6
54150,15.04,6.984,698.4
54160,15.04,5.724,572.4
54170,15.05,6.843,684.3
54180,15.05,6.872,687.2
54190,15.05,5.547,554.7
54200,15.06,6.887,688.7
